"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"12","CHL",72,72,158.901527949147,2.55754475703335,0.0422866989907251,2018,42.522,55.911,13.389,13763.01,58.18,16.60621071,84.9,2067.98,25.45,4.75,"Chile","America","Emerging and Developing Economies",0,1,2013,1
"13","CHN",74,74,0,0.108201687946332,0.545004324767473,2018,2156.575,1536.81,-619.765,9798.65,36.89,14.70941905,59.2,2310.88,149.42,8.25,"China","Asia","Emerging and Developing Economies",0,1,2013,1
"14","CIV",69,62,299.195304836323,2.48138957816387,0.00312775982925717,2018,4.485,7.992,3.507,2013.32,46.04,9.697870255,37.5,358.54,86.37,0.45,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,1,2016,1
"15","CMR",66,61,833.108947556165,2.6246719160106,0.00277361927566471,2018,5.886,6.223,0.337,1461.02,40.59,11.55168419,29.7,392.39,52.48,0.42,"Cameroon","Africa","Emerging and Developing Economies",0,1,2016,1
"16","COL",73,71,1.84111488398415,2.28310502283115,0.0389036508508483,2018,41.066,43.06,1.994,6353.55,36.53,14.62864017,64.1,816.33,44.19,1.67,"Colombia","America","Emerging and Developing Economies",0,1,2012,1
"17","CRI",71,65,700.869039807118,2.53164556962036,0.0113421946295581,2018,6.749,12.4,5.651,12679.53,66.95,15.22842026,73.5,950.31,97.1,1.71,"Costa Rica","America","Emerging and Developing Economies",0,1,2013,1
"18","CYP",70,70,213.718994687803,2.44498777506123,0.00177733229295368,2018,4.461,6.551,2.09,27406.48,147.62,15.6956501,84.4,1773.61,137.53,5.68,"Cyprus","Europe","Advanced Economies",1,1,2015,1
"19","CZE",73,74,6.55952380952381,2.31481481481492,0.0304053979209531,2018,88.086,84.66,-3.426,19736.63,145.14,16.12398911,80.7,4081.42,137.68,10.29,"Czech Republic","Europe","Advanced Economies",1,1,2012,1
"20","DEU",74,74,0,1.04821802935012,0.248216862515163,2018,519.45,696.211,176.761,43874.01,79.23,17.04191971,87,3659.23,237.29,9.01,"Germany","Europe","Advanced Economies",1,1,2011,1
"21","DNK",74,74,21.85,2.37529691211412,0.0233568113103995,2018,83.221,63.554,-19.667,56355.07,108.81,18.72179985,97.3,2870.42,144.84,5.81,"Denmark","Europe","Advanced Economies",1,1,2010,1
"22","EGY",74,74,2.41071428571429,2.34192037470734,0.0269594582231507,2018,33.597,63.787,30.19,3568.64,45.91,12.43317032,46.9,870.81,106.17,2.43,"Egypt","Africa","Emerging and Developing Economies",0,1,2017,1
"23","ESP",74,74,0,2.25733634311523,0.0873256785395758,2018,176.783,229.639,52.856,27956.72,67.01,17.51925087,86.1,2666.26,93.64,5.88,"Spain","Europe","Advanced Economies",1,1,2013,1
"24","EST",71,72,16.2082144510837,2.46305418719222,0.003023489346996,2018,13.482,11.796,-1.686,19914.35,143.49,15.75247955,89.4,4282.72,30.92,16.91,"Estonia","Europe","Advanced Economies",1,1,2010,1
"25","FIN",74,74,36.8730158730159,2.34192037470737,0.0189075141595483,2018,42.95,56.005,13.055,45337.24,79.14,19.45115089,88.9,6165.44,18.15,8.6,"Finland","Europe","Advanced Economies",1,1,2010,1
"26","FRA",74,74,0,0.785545954438344,0.157311920114829,2018,205.051,384.817,179.766,38062.44,66.8,15.84354973,82,3669.37,124.61,4.89,"France","Europe","Advanced Economies",1,1,2012,1
"27","GBR",74,74,0,1.05485232067512,0.162533510538564,2018,163.178,346.326,183.148,46862.97,64.54,17.23929977,90.7,2632.15,274,5.63,"United Kingdom","Europe","Advanced Economies",1,1,2012,1
"28","GRC",72,74,0,2.29357798165147,0.0150429525893358,2018,61.659,58.099,-3.56,18769.04,79.24,19.29426956,72.2,2089.36,83.27,6.2,"Greece","Europe","Advanced Economies",1,1,2012,1
"29","HKG",74,74,0,2.28832951945091,0.0904792498140225,2018,71.067,110.396,39.329,45280.51,376.89,16.80493927,90.5,1916.58,7097.71,5.91,"Hong Kong SAR","Asia","Advanced Economies",1,1,2010,1
"30","HRV",69,70,118.398894761171,2.38663484486884,0.00274295671507101,2018,9.962,14.053,4.091,14060.72,99.07,15.96850967,75.3,2127.64,71.27,4.45,"Croatia","Europe","Advanced Economies",1,1,2012,1
"31","HUN",71,74,59.6666666666667,2.45098039215696,0.018023222432158,2018,57.419,59.555,2.136,14533.78,162.7,15.16994953,76.1,2738.83,106.37,5.24,"Hungary","Europe","Emerging and Developing Economies",0,1,2012,1
"32","IDN",74,74,0,1.62866449511407,0.109405211767558,2018,186.588,178.614,-7.97399999999999,3701.32,43.07,13.78658009,39.9,826.04,143.78,2.21,"Indonesia","Asia","Emerging and Developing Economies",0,1,2013,1
"33","IND",74,74,0,0.535045478865708,0.220287930545265,2018,511.073,477.186,-33.887,1883.36,43.62,11.81653976,20.1,668.3,462.35,1.87,"India","Asia","Emerging and Developing Economies",0,1,2012,1
"34","IRL",74,74,0,2.25733634311523,0.0486167247292189,2018,94.526,80.004,-14.522,73960.96,216.42,19.97864914,87,2820.44,71.1,7.59,"Ireland","Europe","Advanced Economies",1,1,2013,1
"35","ISL",69,71,522.409569576884,2.48756218905483,0.00261286446341203,2018,7.214,5.278,-1.936,57697.8,88.64,18.50045967,99,17346.75,3.5,9.4,"Iceland","Europe","Advanced Economies",1,1,2013,1
"36","ISR",73,73,0,2.12765957446819,0.0311565026978392,2018,24.234,58.464,34.23,38729.64,58.74,14.85824013,83.7,2490.07,410.48,7.16,"Israel","Asia","Advanced Economies",1,1,2014,1
"37","ITA",74,74,0,1.76366843033515,0.115551012906966,2018,200.936,328.82,127.884,31819.4,59.27,16.28825951,74.4,2503.35,203.4,5.66,"Italy","Europe","Advanced Economies",1,1,2012,1
"38","JOR",69,70,98.3970875992523,2.32558139534894,0.00685475854333634,2018,9.223,16.072,6.849,3928.77,87.64,12.88411045,65.2,869.21,117.85,2.41,"Jordan","Asia","Emerging and Developing Economies",0,1,2014,1
"39","JPN",74,74,0,0.968992248062035,0.365085028633858,2018,331.959,602.724,270.765,36138.53,36.61,15.40042019,88.7,3343.05,347.9,9.3,"Japan","Asia","Advanced Economies",1,1,2010,1
"40","KAZ",70,71,53.6027850830957,2.35294117647069,0.0157601456112233,2018,105.918,45.091,-60.827,10670.21,63.53,14.35060978,78.9,3814.14,7.01,12.09,"Kazakhstan","Asia","Emerging and Developing Economies",0,1,2012,1
"41","KHM",60,72,275.435339238764,2.44498777506122,0.00778926822088171,2018,15.285,11.624,-3.661,1884.28,118.44,11.15053145,72.5648648648649,440.95,92.2,0.76,"Cambodia","Asia","Emerging and Developing Economies",0,1,2015,1
"42","KOR",74,74,0,1.19474313022702,0.269966272964055,2018,389,427.941,38.941,31059.27,78.99,16.38441086,96,5531.78,528.97,13,"Korea","Asia","Advanced Economies",1,1,2011,1
"43","LAO",56,55,1361.58152098446,2.51889168765753,0.00344676018064992,2018,18.891,6.793,-12.098,2459.98,100.719722222222,10.63360023,36.3,805.88,30.88,2.79,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,1,2017,1
"44","LTU",68,73,65.8620649865132,2.37529691211412,0.00448654941263373,2018,20.636,23.526,2.89,16604.9,147.2,16.32348061,79.7,2711.16,45.01,4.97,"Lithuania","Europe","Advanced Economies",1,1,2011,1
"45","LUX",74,74,92.5126984126984,2.38095238095249,0.00698393381573437,2018,18.929,18.211,-0.718,106788.73,361.87,14.14490032,97.1,6414.36,236.15,15.57,"Luxembourg","Europe","Advanced Economies",1,1,2012,1
"46","LVA",64,69,728.020334636124,2.49376558603501,0.00216167201775553,2018,8.798,12.27,3.472,15120.07,128.23,16.56105042,83.6,2403.5,30.97,4.21,"Latvia","Europe","Advanced Economies",1,1,2011,1
"47","MAR",72,73,0,2.14592274678122,0.0149052087698324,2018,26.873,33.68,6.807,3304.71,77.25,13.44997978,64.8,577.18,80.3,1.82,"Morocco","Africa","Emerging and Developing Economies",0,1,2015,1
"48","MEX",73,74,0,2.04918032786896,0.347333703038198,2018,241.905,279.03,37.125,10296.87,80.21,14.92304993,56.7,1493.48,64.08,3.82,"Mexico","America","Emerging and Developing Economies",0,1,2012,1
"49","MLT",70,68,431.269499796415,2.40963855421697,0.00167994242596309,2018,3.642,4.911,1.269,29536.9,228.1,15.75314045,81.7,1407.7,1512.2,3.24,"Malta","Europe","Advanced Economies",1,1,2013,1
"50","MMR",67,73,144.757246958408,2.41545893719817,0.0112432974836962,2018,32.793,19.38,-13.413,1361.57,100.719722222222,11.50456047,29.4,429.03,80.09,0.64,"Myanmar","Asia","Emerging and Developing Economies",0,1,2013,1
"51","MYS",74,74,0,2.10526315789484,0.0667083456103107,2018,186.153,121.942,-64.211,10610.2,130.4,13.14906979,81.2,2839.45,100.17,7.73,"Malaysia","Asia","Emerging and Developing Economies",0,1,2013,1
"52","NGA",74,68,332.043685515782,2.51889168765753,0.0351227273314578,2018,88.336,54.014,-34.322,2431.78,100.719722222222,9.938272476,27.7,299.75,225.02,0.61,"Nigeria","Africa","Emerging and Developing Economies",0,1,2013,1
"53","NLD",74,74,0,2.25733634311523,0.0761508853398464,2018,171.98,179.65,7.67000000000002,48463.03,163.56,18.33420944,91.9,4251.17,511.78,9.46,"The Netherlands","Europe","Advanced Economies",1,1,2012,1
"54","NOR",74,74,0,2.17391304347834,0.0268600319694623,2018,57.373,63.786,6.413,76373.65,70,18.14512062,96.5,5539.19,14.55,8.84,"Norway","Europe","Advanced Economies",1,1,2009,1
"55","NZL",73,74,7.5770202020202,2.28310502283115,0.018262960619617,2018,38.102,31.16,-6.942,40371.55,55.77,18.3230896,89,4109.22,18.61,7.31,"New Zealand","Pacific","Advanced Economies",1,1,2013,1
"56","PAK",73,74,7.53333333333333,2.44498777506123,0.03155384742542,2018,26.503,62.682,36.179,1561.68,27.63,7.303080082,15.3,453.51,294.38,0.89,"Pakistan","Asia","Emerging and Developing Economies",0,1,2014,1
"57","PER",72,70,324.553205944383,2.52525252525263,0.02920321622201,2018,33.333,35.284,1.951,6593.14,48.63,14.59804249,55.1,783.89,24.92,1.73,"Peru","America","Emerging and Developing Economies",0,1,2014,1
"58","PHL",73,74,0,2.25733634311523,0.0629571364838695,2018,60.259,104.123,43.864,3410.94,72.16,12.84095001,44.1,554.5,367.12,1.29,"Philippines","Asia","Emerging and Developing Economies",0,1,2011,1
"59","POL",73,74,0,2.02429149797575,0.0590572220344337,2018,187.73,159.03,-28.7,14551.09,102.44,15.92910004,77.5,2865.53,124.03,8.68,"Poland","Europe","Emerging and Developing Economies",0,1,2010,1
"60","PRT",73,74,0,2.37529691211412,0.0142236351762414,2018,40.26,47.674,7.41399999999999,20997.77,86.74,16.48127937,74.7,2140.98,112.26,4.99,"Portugal","Europe","Advanced Economies",1,1,2012,1
"61","ROU",73,73,132.047619047619,2.45700245700256,0.0138971052444896,2018,42.916,52.808,9.892,10788.02,86.49,14.35554981,70.7,1717.12,84.64,4.26,"Romania","Europe","Emerging and Developing Economies",0,1,2012,1
"62","RUS",74,74,0,2.25733634311523,0.0971368415075561,2018,793.165,217.047,-576.118,9674.79,51.58,15.12335014,80.9,5259.91,8.88,12.66,"Russia","Asia","Emerging and Developing Economies",0,1,2012,1
"63","SAU",74,74,0,1.70648464163828,0.0627495887906444,2018,170.658,119.64,-51.018,24393.52,59.1,15.85610008,93.3,7650.66,14.05,19.21,"Saudi Arabia","Asia","Emerging and Developing Economies",0,1,2011,1
"64","SEN",64,65,736.380352407227,2.55102040816337,0.00219439253065573,2018,4.509,6.316,1.807,1355.1,61.79,9.007395029,35.3,274.38,82.66,0.67,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,1.10864745011089,0.0738511184851075,2018,219.283,164.051,-55.232,61250.35,326.6,16.74200058,88.2,5692.67,7897.31,9.62,"Singapore","Asia","Advanced Economies",1,1,2011,1
"66","SVK",73,73,38.7480150758689,2.48138957816386,0.0130277277256354,2018,44.222,47.769,3.547,17869.01,188.73,14.54144001,80.4,3269.57,113.29,6.83,"Slovak Republic","Europe","Advanced Economies",1,1,2012,1
"67","SVN",71,70,84.3674304584896,2.34741784037569,0.00552409764102949,2018,15.599,17.768,2.169,23293.97,162.61,17.44425964,79.8,3341.1,102.99,7.4,"Slovenia","Europe","Advanced Economies",1,1,2012,1
"68","SWE",74,74,0,2.2883295194509,0.0291849363035573,2018,47.108,86.822,39.714,52363.38,90.13,18.89518929,89.2,4966.26,24.98,3.87,"Sweden","Europe","Advanced Economies",1,1,2009,1
"69","THA",74,74,0,1.37174211248289,0.120005234036062,2018,217.72,215.772,-1.94800000000001,6314.2,120.84,15.74381971,56.8,1951.86,139.71,3.85,"Thailand","Asia","Emerging and Developing Economies",0,1,2013,1
"70","TUN",70,70,193.158367387187,2.51889168765753,0.00557393672768361,2018,14.871,14.804,-0.0670000000000002,4128.1,103.87,14.51220985,64.2,973.07,75.73,2.57,"Tunisia","Africa","Emerging and Developing Economies",0,1,2017,1
"71","TUR",74,74,0,1.51057401812692,0.0715917661780953,2018,146.49,191.412,44.922,12148.29,62.61,18.97455978,71,1771.34,105.77,5.27,"Türkiye","Europe","Emerging and Developing Economies",0,1,2014,1
"72","UKR",73,74,0,2.25733634311523,0.0174457609471105,2018,118.904,48.9,-70.004,2308.67,99.2,13.64286995,62.6,2068.76,78.03,4.83,"Ukraine","Europe","Emerging and Developing Economies",0,1,2018,1
"73","USA",74,74,0,0.422297297297301,1,2018,833.362,1736.725,903.363,59817.66,27.45,16.64285088,88.5,6738.27,35.91,15.58,"United States","America","Advanced Economies",1,1,2010,1
"74","VNM",74,74,0,0.935453695042116,0.132859834787802,2018,293.639,206.471,-87.168,3048.28,164.66,14.55248737,69.8,885.65,307.05,2.95,"Vietnam","Asia","Emerging and Developing Economies",0,1,2016,1
"75","ZAF",74,74,0,2.19298245614044,0.0345649219846329,2018,172.279,73.25,-99.029,6117.27,54.49,14.0805397,62.4,2184.88,48.32,8.08,"South Africa","Africa","Emerging and Developing Economies",0,1,2012,1
