"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"36","ISR",70,73,1.24404761904762,3.19488817891393,0.0229235014270263,2005,28.7,53.088,24.388,29623.72,78.32,14.64525986,25.2,2661.98,320.24,8.94,"Israel","Asia","Advanced Economies",1,0,2014,1
"37","ITA",74,74,0,2.4449877750612,0.124766957802157,2005,223.322,416.778,193.456,33407.68,49.12,16.19094086,35,3204.14,196.7,8.48,"Italy","Europe","Advanced Economies",1,0,2012,1
"38","JOR",64,68,80.9239649239649,3.53356890459384,0.00371355178050367,2005,7.947,12.556,4.609,4151.61,146.91,12.84228992,12.9,1107.31,68.33,3.37,"Jordan","Asia","Emerging and Developing Economies",0,0,2014,1
"39","JPN",74,74,0,0.9416195856874,0.4059581755383,2005,301.013,789.304,488.291,33098.55,26.23,15.14465564,66.9,4066.44,350.54,10.04,"Japan","Asia","Advanced Economies",1,0,2010,1
"40","KAZ",70,71,40.3002178377178,3.37837837837858,0.0108625179219123,2005,109.898,44.413,-65.485,6787.41,97.76,14.24550819,2.96,3186.46,5.91,11.75,"Kazakhstan","Asia","Emerging and Developing Economies",0,0,2012,1
"41","KHM",47,63,1186.34300235798,3.70370370370389,0.00207599575527571,2005,9.8,6.345,-3.455,866.34,133.55,11.0031147,0.32,286.39,76.13,0.2,"Cambodia","Asia","Emerging and Developing Economies",0,0,2015,1
"42","KOR",74,74,0,1.75438596491233,0.192988674478364,2005,273.169,389.435,116.266,21197.2,68.32,16.36128998,73.5,4324.51,497.52,10.7,"Korea","Asia","Advanced Economies",1,0,2011,1
"43","LAO",71,50,1183.07242090984,3.92156862745118,0.000511202722441542,2005,1.905,1.721,-0.184,1148.68,71.79,9.123129845,0.85,324.86,25.43,0.22,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,0,2017,1
"44","LTU",65,68,180.732784780579,3.41296928327665,0.00306368009764282,2005,12.914,18.069,5.155,9692.87,117.45,16.7774601,36.2,2668.05,53.01,4.2,"Lithuania","Europe","Advanced Economies",1,0,2011,1
"45","LUX",72,74,11.1546536796537,3.46020761245694,0.00638983765221806,2005,14.367,14.231,-0.136000000000001,101222.04,284.08,13.28934002,70,9429.92,180.68,26.04,"Luxembourg","Europe","Advanced Economies",1,0,2012,1
"46","LVA",63,68,819.202587728749,3.86100386100405,0.00163998156900549,2005,5.508,10.819,5.311,10106.26,104.52,16.40514946,46,2022.8,35.98,3.59,"Latvia","Europe","Advanced Economies",1,0,2011,1
"47","MAR",71,73,16.3563492063492,3.46020761245695,0.0076977204299148,2005,17.381,24.871,7.49,2342.15,61.49,10.01336002,15.1,484.8,68.02,1.47,"Morocco","Africa","Emerging and Developing Economies",0,0,2015,1
"48","MEX",73,74,110.914598507787,3.7037037037039,0.321617461669632,2005,152.379,218.801,66.422,9491.52,52.56,12.71755981,17.2,1718.64,54.43,4.23,"Mexico","America","Emerging and Developing Economies",0,0,2012,1
"49","MLT",66,65,507.646113849171,3.73134328358229,0.00128040056198855,2005,2.535,3.471,0.936,18123.3,157.55,14.93362999,41.2,2101.88,1261.98,6.52,"Malta","Europe","Advanced Economies",1,0,2013,1
"50","MMR",71,68,154.856338982655,3.46020761245695,0.00105078018754643,2005,22.529,3.051,-19.478,522.1,92.827397260274,8.436699867,0.07,312.77,72.61,0.24,"Myanmar","Asia","Emerging and Developing Economies",0,0,2013,1
"51","MYS",74,74,0,2.5252525252526,0.0500981718062146,2005,217.629,108.001,-109.628,7234.02,203.85,12.34197998,48.6,2515.15,78.64,7.01,"Malaysia","Asia","Emerging and Developing Economies",0,0,2013,1
"52","NGA",70,63,168.820280596596,3.43642611683868,0.0142932169460911,2005,83.869,24.214,-59.655,1889.25,92.827397260274,8.961859703,3.55,305.4,159.22,0.71,"Nigeria","Africa","Emerging and Developing Economies",0,0,2013,1
"53","NLD",74,74,0,2.97619047619067,0.0672718561877167,2005,154.158,172.34,18.182,42411.35,122.26,16.43285942,81,4893.73,483.41,11.16,"The Netherlands","Europe","Advanced Economies",1,0,2012,1
"54","NOR",74,74,0,2.74725274725281,0.0241119469924916,2005,54.63,66.612,11.982,73524.25,70.47,17.43656921,82,6319.93,12.66,9.37,"Norway","Europe","Advanced Economies",1,0,2009,1
"55","NZL",73,74,34.2167082917083,3.49650349650369,0.0134893045290734,2005,36.241,30.878,-5.363,35126.33,58.02,19.12484932,62.7,4074.15,15.7,8.73,"New Zealand","Pacific","Advanced Economies",1,0,2013,1
"56","PAK",72,74,0.2,3.37837837837857,0.0125302651477745,2005,30.504,39.295,8.791,1201.23,29.88,5.463049889,6.33,436.02,227.6,0.76,"Pakistan","Asia","Emerging and Developing Economies",0,0,2014,1
"57","PER",68,71,262.561402873013,3.74531835206012,0.0105802027362018,2005,16.242,18.048,1.806,3835.13,47.36,12.61705971,17.1,525.13,21.95,1.13,"Peru","America","Emerging and Developing Economies",0,0,2014,1
"58","PHL",71,74,46.801396539477,3.63636363636383,0.0212875238886189,2005,42.956,42.559,-0.397000000000006,2037.88,83.85,11.58979034,5.4,434.47,295.19,0.9,"Philippines","Asia","Emerging and Developing Economies",0,0,2011,1
"59","POL",73,74,0,2.91545189504392,0.0290103985578391,2005,127.82,99.966,-27.854,8598.58,70.31,15.37594032,38.8,2414.28,124.59,8.31,"Poland","Europe","Emerging and Developing Economies",0,0,2010,1
"60","PRT",73,73,0,2.41545893719815,0.0150730218591689,2005,30.98,54.934,23.954,19251.71,62.94,15.21778965,35,2519.14,114.83,6.47,"Portugal","Europe","Advanced Economies",1,0,2012,1
"61","ROU",71,73,119.554437229437,3.48432055749148,0.00779590625901624,2005,32.145,31.319,-0.826000000000004,6328.09,59.36,13.0271101,21.5,1808.19,92.7,4.9,"Romania","Europe","Emerging and Developing Economies",0,0,2012,1
"62","RUS",74,74,0,2.1459227467812,0.0549197060299654,2005,810.222,192.616,-617.606,7323.39,56.71,14.13333988,15.2,4541.21,8.76,12.12,"Russia","Asia","Emerging and Developing Economies",0,0,2012,1
"63","SAU",74,74,0,2.4449877750612,0.0333063586282262,2005,123.592,80.306,-43.286,21838.19,81.95,13.09366989,12.7,6447.07,9.56,16.85,"Saudi Arabia","Asia","Emerging and Developing Economies",0,0,2011,1
"64","SEN",65,66,552.512712652844,3.81679389312997,0.00114207625331896,2005,2.523,3.869,1.346,1119.05,54.9,6.874909878,4.79,246.44,58.36,0.51,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,2.35849056603782,0.0461134457040335,2005,137.479,115.817,-21.662,41798.49,420.43,16.99578004,61,4925.76,6191.24,9.78,"Singapore","Asia","Advanced Economies",1,0,2011,1
"66","SVK",73,72,25.9193037956196,3.41296928327665,0.0075458284544262,2005,38.786,35.867,-2.919,11412.16,148.71,14.57946014,55.2,3504.64,111.7,7.86,"Slovak Republic","Europe","Advanced Economies",1,0,2012,1
"67","SVN",72,70,111.982829524277,3.6231884057973,0.00487996587711463,2005,14.079,17.81,3.731,19102.28,121.13,16.74777985,46.8,3763.9,99.33,8.82,"Slovenia","Europe","Advanced Economies",1,0,2012,1
"68","SWE",74,74,0,3.19488817891392,0.0323589985418872,2005,60.278,96.463,36.185,46188.84,84.17,16.00225067,84.8,5711.64,22.17,6.04,"Sweden","Europe","Advanced Economies",1,0,2009,1
"69","THA",74,74,0,2.09205020920511,0.0696983854003393,2005,164.62,169.513,4.893,4372.26,137.85,12.51091003,15,1508.58,129.22,3.47,"Thailand","Asia","Emerging and Developing Economies",0,0,2013,1
"70","TUN",68,70,107.829980966746,3.47222222222242,0.00400299274955435,2005,13.175,12.954,-0.221,3301.94,90.25,13.62553978,9.66,810.84,66.01,2.29,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",73,74,0,3.04878048780507,0.0484247050506912,2005,89.278,164.346,75.068,7579.37,46.14,12.03092003,15.5,1211.47,90.08,3.55,"Türkiye","Europe","Emerging and Developing Economies",0,0,2014,1
"72","UKR",73,74,0,2.84900284900302,0.00986508764215535,2005,154.949,54.803,-100.146,2122.6,94.65,14.51976013,3.75,2964.78,82.13,7.48,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,0.27770063871147,1,2005,747.813,2082.049,1334.236,52649.57,25.64,16.10810089,68,7843.39,32.25,19.93,"United States","America","Advanced Economies",1,0,2010,1
"74","VNM",74,74,0,3.36700336700356,0.0216171706128755,2005,93.261,64.28,-28.981,1609.96,130.71,11.61049747,12.7,509.25,259.2,1.24,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",73,74,0,3.24675324675344,0.0313344589425016,2005,152.596,72.806,-79.79,5406.08,47.43,11.85476017,7.49,2374.44,40.8,8.82,"South Africa","Africa","Emerging and Developing Economies",0,0,2012,1
