"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"30","HRV",70,69,101.641268453768,4.16666666666698,0.004348522155485,2010,10.339,13.707,3.368,11965.49,72.64,14.69629955,56.6,2181.04,76.75,4.87,"Croatia","Europe","Advanced Economies",1,0,2012,1
"31","HUN",69,72,59.7899655899656,4.40528634361266,0.0239950065519525,2010,56.852,59.025,2.173,11287.37,157.84,15.48670006,65,2651.34,110.46,5.23,"Hungary","Europe","Emerging and Developing Economies",0,0,2012,1
"32","IDN",74,74,0,2.8409090909092,0.0923445000898188,2010,164.042,155.707,-8.33500000000001,2670.81,46.7,12.64494991,10.9,669.11,131.19,1.8,"Indonesia","Asia","Emerging and Developing Economies",0,0,2013,1
"33","IND",74,74,0,0.97943192948092,0.17764605663039,2010,417.369,368.498,-48.871,1235.16,49.26,11.10916996,7.5,531.87,418.23,1.4,"India","Asia","Emerging and Developing Economies",0,0,2012,1
"34","IRL",73,72,0,3.77358490566067,0.0425590312242734,2010,58.764,57.633,-1.13099999999999,47040.35,189.86,17.9317894,69.9,3149.9,66.19,8.97,"Ireland","Europe","Advanced Economies",1,0,2013,1
"35","ISL",66,66,392.805753968254,4.34782608695684,0.00195955253610301,2010,4.925,3.233,-1.692,48193.7,93.65,18.52272034,93.4,17024.51,3.17,11.75,"Iceland","Europe","Advanced Economies",1,0,2013,1
"36","ISR",72,71,4.5,3.55871886121022,0.0275667365877917,2010,24.72,48.949,24.229,33344.72,65.63,15.04463959,67.5,3043.57,352.29,9.45,"Israel","Asia","Advanced Economies",1,0,2014,1
"37","ITA",74,74,0,2.83286118980181,0.153036413336447,2010,218.802,385.379,166.577,31928.55,51.66,16.23377037,53.7,2904.36,202.29,7.09,"Italy","Europe","Advanced Economies",1,0,2012,1
"38","JOR",69,67,94.9651112776113,4.18410041841035,0.00579662879815151,2010,9.623,14.11,4.487,4621.57,114.22,12.55939007,27.2,973.41,82.19,2.82,"Jordan","Asia","Emerging and Developing Economies",0,0,2014,1
"39","JPN",74,74,0,1.68918918918926,0.428995598953756,2010,303.61,686.626,383.016,32942.2,28.5,15.30135182,78.2,3900.21,351.36,9.53,"Japan","Asia","Advanced Economies",1,1,2010,1
"40","KAZ",70,68,4.97784992784993,4.08163265306153,0.0214935773116561,2010,112.978,45.968,-67.01,8704.71,74.14,14.49207973,31.6,4105.7,6.24,14.84,"Kazakhstan","Asia","Emerging and Developing Economies",0,0,2012,1
"41","KHM",52,67,718.334200521701,4.92610837438457,0.00360619439101029,2010,10.216,6.577,-3.639,1155.85,110,11.07475427,1.26,323.26,82.15,0.36,"Cambodia","Asia","Emerging and Developing Economies",0,0,2015,1
"42","KOR",74,74,0,2.65957446808522,0.271284961202565,2010,357.791,429.164,71.373,25455.62,91.4,16.7948494,83.7,4920.34,509.82,12.07,"Korea","Asia","Advanced Economies",1,0,2011,1
"43","LAO",38,44,1151.33388000888,4.83091787439646,0.00145658875234505,2010,5.461,3.941,-1.52,1564.91,84.72,10.04775047,7,425.37,27.44,0.47,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,0,2017,1
"44","LTU",63,70,172.184432234432,4.34782608695684,0.00525860059320739,2010,14.888,19.181,4.293,10884.12,131.63,17.12297058,62.1,2276.52,49.42,4.53,"Lithuania","Europe","Advanced Economies",1,0,2011,1
"45","LUX",74,73,15.56829004329,3.86100386100414,0.00788388248768738,2010,15.926,15.328,-0.598000000000001,106544.06,293.67,13.86919975,90.6,8335.84,196.92,22.12,"Luxembourg","Europe","Advanced Economies",1,0,2012,1
"46","LVA",61,67,711.034390609391,4.40528634361264,0.00200428287276771,2010,7.191,8.981,1.79,10500.87,110.86,15.81033039,68.4,2149.36,33.71,4.23,"Latvia","Europe","Advanced Economies",1,0,2011,1
"47","MAR",71,73,7.35757575757576,4.08163265306153,0.014563972190039,2010,16.851,28.371,11.52,2767.04,69.54,10.91386032,52,526.1,72.75,1.6,"Morocco","Africa","Emerging and Developing Economies",0,0,2015,1
"48","MEX",73,71,246.178943278943,4.44444444444476,0.336972363080276,2010,190.223,229.709,39.486,9389.07,59.27,13.42037964,31.1,1581.83,58.45,4.2,"Mexico","America","Emerging and Developing Economies",0,0,2012,1
"49","MLT",64,68,351.810876623377,4.20168067226922,0.00201579829002184,2010,3.759,4.504,0.745,20750.61,178.23,15.55834007,63,2022.69,1295.34,6.26,"Malta","Europe","Advanced Economies",1,0,2013,1
"50","MMR",52,59,882.322151459651,4.76190476190509,0.00397687914744573,2010,15.627,7.348,-8.279,854.93,93.9149315068493,9.454712781,0.25,278.48,75.05,0.18,"Myanmar","Asia","Emerging and Developing Economies",0,0,2013,1
"51","MYS",74,74,0,2.6809651474532,0.0653741064409625,2010,210.813,116.374,-94.439,8118.92,157.94,12.78493023,56.3,2529.59,87.22,7.52,"Malaysia","Asia","Emerging and Developing Economies",0,0,2013,1
"52","NGA",74,62,78.6234404484405,4.11522633744887,0.0418297193085562,2010,92.315,53.506,-38.809,2315.47,93.9149315068493,8.181969643,11.5,334.67,182.97,0.57,"Nigeria","Africa","Emerging and Developing Economies",0,0,2013,1
"53","NLD",74,74,0,3.1055900621119,0.0783256735010359,2010,148.441,160.458,12.017,44659.27,130.08,17.01534081,90.7,4978.87,492.6,11.2,"The Netherlands","Europe","Advanced Economies",1,0,2012,1
"54","NOR",74,74,212.871026196026,4.31034482758653,0.0342498739766371,2010,55.232,73.022,17.79,72804.4,68.24,17.52806091,93.4,6455.32,13.39,9.81,"Norway","Europe","Advanced Economies",1,1,2009,1
"55","NZL",72,74,40.3737554112554,4.25531914893647,0.0143638233859447,2010,34.631,24.839,-9.792,35489.76,58.1,19.4425087,80.5,4147.31,16.52,7.67,"New Zealand","Pacific","Advanced Economies",1,0,2013,1
"56","PAK",72,73,0,3.98406374502022,0.0171938029685747,2010,33.168,42.047,8.879,1256.69,31.99,6.052280188,8,429.29,258.46,0.78,"Pakistan","Asia","Emerging and Developing Economies",0,0,2014,1
"57","PER",68,66,194.267804417804,4.18410041841036,0.0240446544559466,2010,26.767,28.995,2.228,5167.39,51.67,13.60830212,34.8,603.46,22.72,1.58,"Peru","America","Emerging and Developing Economies",0,0,2014,1
"58","PHL",70,74,121.219008769009,4.31034482758653,0.0281893328357276,2010,46.277,53.929,7.652,2373.14,66.1,11.54787788,25,431.46,323.09,0.88,"Philippines","Asia","Emerging and Developing Economies",0,0,2011,1
"59","POL",73,73,37.2976842601843,4.18410041841036,0.0558403030836424,2010,139.407,126.022,-13.385,10808.4,82.23,15.76898956,62.3,2642.07,124.21,8.66,"Poland","Europe","Emerging and Developing Economies",0,1,2010,1
"60","PRT",73,71,0,3.53356890459392,0.0177612464383857,2010,30.183,47.597,17.414,19698.68,67.69,16.11100006,53.3,2222.63,115.44,5.05,"Portugal","Europe","Advanced Economies",1,0,2012,1
"61","ROU",71,70,15.9578504828505,4.098360655738,0.0125598224316632,2010,36.266,37.551,1.285,7660.71,69.95,16.19702911,39.9,1724.7,88.01,4.12,"Romania","Europe","Emerging and Developing Economies",0,0,2012,1
"62","RUS",74,73,0,3.77358490566067,0.12685441074139,2010,731.016,250.354,-480.662,8755.12,50.36,14.37661982,49,4853.37,8.72,12.23,"Russia","Asia","Emerging and Developing Economies",0,0,2012,1
"63","SAU",74,74,0,3.66300366300393,0.0683806157820154,2010,122.5,122.877,0.37700000000001,21830.14,82.55,13.01385283,41,7965.26,11.15,20.3,"Saudi Arabia","Asia","Emerging and Developing Economies",0,0,2011,1
"64","SEN",64,57,539.959942834943,4.48430493273574,0.00149910396181079,2010,2.706,3.767,1.061,1153.53,52.46,8.141200066,8,313.4,65.63,0.55,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,2.15053763440872,0.0708582639517634,2010,180.27,145.571,-34.699,48752.05,369.69,17.63391359,71,4856.85,7231.81,9.63,"Singapore","Asia","Advanced Economies",1,0,2011,1
"66","SVK",74,72,1.03163503163503,4.21940928270073,0.0135750685316808,2010,40.12,43.268,3.148,14596.15,155.11,15.26029968,75.7,3441.26,112.11,7.4,"Slovak Republic","Europe","Advanced Economies",1,0,2012,1
"67","SVN",71,68,21.2605561105561,4.25531914893649,0.00635451124382142,2010,14.609,17.937,3.328,20444.12,128.61,17.08004951,70,3589.61,101.69,8.38,"Slovenia","Europe","Advanced Economies",1,0,2012,1
"68","SWE",74,74,11.2569735819736,3.95256916996078,0.0371436590048754,2010,53.888,90.035,36.147,48204.66,85.09,15.98805046,90,5443.32,23.02,5.64,"Sweden","Europe","Advanced Economies",1,1,2009,1
"69","THA",74,74,0,1.70357751277689,0.0996597040265323,2010,188.952,182.463,-6.489,5059.36,127.25,13.53878021,22.4,1718.62,134.24,3.59,"Thailand","Asia","Emerging and Developing Economies",0,0,2013,1
"70","TUN",67,68,33.3830239205239,3.87596899224835,0.00808195995023099,2010,17.625,16.698,-0.927,3906.91,100.15,14.04518986,36.8,955.71,69.3,2.58,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",73,74,0,4.01606425702842,0.0815225618620633,2010,94.93,183.114,88.184,8396.92,46.69,13.95011044,39.8,1445.41,95.04,4.27,"Türkiye","Europe","Emerging and Developing Economies",0,0,2014,1
"72","UKR",73,73,0,3.73134328358238,0.0207471943367805,2010,137.345,56.879,-80.466,2285.93,95.73,15.05955982,23.3,2848.78,80.19,6.77,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,1.25944584382874,1,2010,868.434,1654.692,786.258,52812.68,28.22,16.39607477,71.7,7162.56,33.82,17.85,"United States","America","Advanced Economies",1,1,2010,1
"74","VNM",74,74,0,3.21543408360155,0.0591537608607216,2010,144.947,103.979,-40.968,2027.58,113.98,12.74203205,30.7,670.11,279.15,1.79,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",74,73,118.128135753136,4.16666666666698,0.043863640278849,2010,162.885,78.656,-84.229,5953.95,50.41,12.8413496,24,2518.44,43.15,8.87,"South Africa","Africa","Emerging and Developing Economies",0,0,2012,1
