"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"14","CIV",62,69,70.3445005544851,4.00000000000027,0.00188098778174549,2002,9.824,5.271,-4.553,1551.28,55.9,6.743914032,0.5,374.22,58.66,0.4,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,0,2016,1
"15","CMR",63,59,225.206401931402,4.13223140495895,0.00171169271665228,2002,6.996,4.418,-2.578,1189.97,48.48,8.403800011,0.36,429.5,33.27,0.36,"Cameroon","Africa","Emerging and Developing Economies",0,0,2016,1
"16","COL",72,71,254.422839862236,4.27350427350455,0.0312546380338967,2002,29.668,29.149,-0.518999999999998,4058.28,32.98,12.15791988,4.6,633.5,36.34,1.48,"Colombia","America","Emerging and Developing Economies",0,0,2012,1
"17","CRI",54,61,307.597617514065,4.27350427350454,0.010837798173812,2002,6.209,9.215,3.006,7989.56,80.41,11.76449013,19.9,749.37,79.82,1.38,"Costa Rica","America","Emerging and Developing Economies",0,0,2013,1
"18","CYP",65,70,107.732538638692,4.27350427350455,0.00252695183319862,2002,4.853,7.424,2.571,23604.19,123.64,12.97183037,28.3,2193.91,106.22,7.31,"Cyprus","Europe","Advanced Economies",1,0,2015,1
"19","CZE",72,73,11.1027777777778,3.87596899224832,0.0136114703846578,2002,57.132,46.493,-10.639,13179.99,90.88,14.8226099,23.9,4201.38,131.96,12.49,"Czech Republic","Europe","Advanced Economies",1,0,2012,1
"20","DEU",74,74,0,0.6825938566553,0.200512785151908,2002,376.386,566.224,189.838,35460.41,58.33,16.30664581,48.8,4108.62,236.45,10.55,"Germany","Europe","Advanced Economies",1,0,2011,1
"21","DNK",73,74,0,2.7027027027028,0.0187103362018445,2002,59.544,52.752,-6.79199999999999,49624.6,84.48,16.20438957,64.3,3536.24,134.4,10.1,"Denmark","Europe","Advanced Economies",1,0,2010,1
"22","EGY",71,74,34.6922885722808,3.69003690036925,0.0177917317690832,2002,32.64,36.255,3.615,2498.48,40.99,10.88712978,2.72,636.53,76.59,1.9,"Egypt","Africa","Emerging and Developing Economies",0,0,2017,1
"23","ESP",74,74,0,1.90476190476196,0.0832912645428911,2002,149.436,226.568,77.132,25205.32,55.1,15.97021961,20.4,3096,83.02,8,"Spain","Europe","Advanced Economies",1,0,2013,1
"24","EST",73,71,99.1936008436008,4.14937759336127,0.00141904254571848,2002,8.205,8.7,0.495000000000001,11474.66,123.28,15.94836044,41.5,3375.57,32.54,12.32,"Estonia","Europe","Advanced Economies",1,0,2010,1
"25","FIN",72,72,0,3.64963503649659,0.0173757370266088,2002,50.798,54.311,3.513,39343.07,69.32,18.07708931,62.4,6722.83,17.07,12.64,"Finland","Europe","Advanced Economies",1,0,2010,1
"26","FRA",74,74,0,3.36700336700361,0.165321186163163,2002,224.047,364.016,139.969,33753.58,55.13,14.78316021,30.2,4220.32,114.69,6.47,"France","Europe","Advanced Economies",1,0,2012,1
"27","GBR",74,74,0,1.93798449612408,0.222021995993435,2002,210.013,409.521,199.508,40312.98,51.38,16.12564087,56.5,3716.62,245.4,9.21,"United Kingdom","Europe","Advanced Economies",1,0,2012,1
"28","GRC",71,73,0,2.41545893719818,0.0230688678439885,2002,35.672,58.366,22.694,19548.37,50.05,15.00137043,14.7,2603.61,84.58,9,"Greece","Europe","Advanced Economies",1,0,2012,1
"29","HKG",74,74,0,2.48138957816388,0.0586431910436886,2002,52.36,93.644,41.284,27210.11,256,13.26179719,43.1,1934.26,6422.95,6.07,"Hong Kong SAR","Asia","Advanced Economies",1,0,2010,1
"30","HRV",69,70,201.788647317595,4.09836065573798,0.00364411158507766,2002,9.574,14.765,5.191,10061.69,81.16,13.66327,17.8,2081.9,76.95,4.96,"Croatia","Europe","Advanced Economies",1,0,2012,1
"31","HUN",73,72,43.0368187368187,3.77358490566064,0.0153788712276026,2002,45.026,52.793,7.767,9836.94,118.27,15.05519009,16.7,2520.4,113.35,5.9,"Hungary","Europe","Emerging and Developing Economies",0,0,2012,1
"32","IDN",74,74,0,2.85714285714295,0.0390396278022999,2002,148.999,84.184,-64.815,1926.37,59.08,10.9467001,2.13,606.32,118.29,1.46,"Indonesia","Asia","Emerging and Developing Economies",0,0,2013,1
"33","IND",74,74,0,3.6496350364966,0.041123417352525,2002,194.761,139.478,-55.283,793.62,29.51,8.872280121,1.54,397.34,369.17,0.96,"India","Asia","Emerging and Developing Economies",0,0,2012,1
"34","IRL",73,74,36.6945843758924,3.74531835206019,0.0347901804888669,2002,42.665,41.148,-1.517,46022.14,163.72,17.02165985,25.9,3663.17,57.08,11.44,"Ireland","Europe","Advanced Economies",1,0,2013,1
"35","ISL",63,66,481.030377104835,4.25531914893644,0.0020879722246618,2002,4.121,4.102,-0.0189999999999992,43143.46,69.43,17.55954933,79.1,11168.37,2.87,10.89,"Iceland","Europe","Advanced Economies",1,0,2013,1
"36","ISR",70,73,3.61111111111111,3.40136054421793,0.0299996136960464,2002,24.288,50.169,25.881,28195.87,65.47,14.89109039,17.8,2862.54,303.6,9.52,"Israel","Asia","Advanced Economies",1,0,2014,1
"37","ITA",73,74,0,1.36054421768711,0.124916129313478,2002,195.625,370.464,174.839,33267.45,47.87,15.64844036,28,3035.92,193.05,8.08,"Italy","Europe","Advanced Economies",1,0,2012,1
"38","JOR",69,68,62.4760354841237,4.18410041841032,0.00283284501002322,2002,6.666,9.454,2.788,3644.62,114.04,12.28829002,6.03,900.96,63.65,3.06,"Jordan","Asia","Emerging and Developing Economies",0,0,2014,1
"39","JPN",74,74,0,1.94931773879147,0.389642621114002,2002,228.558,642.487,413.929,31416.12,20.45,15.05063793,46.6,3992.92,349.64,9.96,"Japan","Asia","Advanced Economies",1,0,2010,1
"40","KAZ",67,71,56.3462429512352,3.96825396825421,0.00759442562951213,2002,98.004,36.334,-61.67,5267.7,94.03,13.04094315,1.67,2538.14,5.8,9.29,"Kazakhstan","Asia","Emerging and Developing Economies",0,0,2012,1
"41","KHM",50,53,947.615385732259,4.2918454935625,0.00138868779499405,2002,7.307,4.593,-2.714,662.19,118.27,9.777799606,0.23,272.1,72.83,0.17,"Cambodia","Asia","Emerging and Developing Economies",0,0,2015,1
"42","KOR",74,74,0,2.42718446601953,0.149290345744683,2002,208.163,284.639,76.476,18940.38,58.35,15.80494022,59.4,4093.48,492.25,10.31,"Korea","Asia","Advanced Economies",1,0,2011,1
"43","LAO",71,45,1049.4057853696,4.56621004566237,0.000452408931329489,2002,1.644,1.473,-0.171,994.49,67.25,8.296759605,0.27,308.96,24.31,0.21,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,0,2017,1
"44","LTU",66,69,170.267147395089,4.14937759336127,0.00227690755104061,2002,8.837,14.47,5.633,7374.1,100.33,15.63140965,17.7,2578.77,54.93,3.62,"Lithuania","Europe","Advanced Economies",1,0,2011,1
"45","LUX",67,74,247.912664451132,4.40528634361261,0.00604245794909116,2002,11.397,10.93,-0.467000000000001,96269.58,250.69,13.43264008,39.8,8205.47,173.31,22.48,"Luxembourg","Europe","Advanced Economies",1,0,2012,1
"46","LVA",64,62,977.864401396677,4.52488687782833,0.0012756298565241,2002,4.353,8.826,4.473,7443.23,85.98,15.35857964,21.9,1763.47,37.12,3.32,"Latvia","Europe","Advanced Economies",1,0,2011,1
"47","MAR",71,71,41.8012015762016,4.01606425702838,0.00740846303636357,2002,14.451,20.858,6.407,2127.51,54.31,9.365309715,2.37,406.63,65.42,1.31,"Morocco","Africa","Emerging and Developing Economies",0,0,2015,1
"48","MEX",72,71,39.1525778744819,4.18410041841032,0.382289651263241,2002,120.361,189.243,68.882,9242.28,45.21,12.33232975,11.9,1556.55,52.24,3.95,"Mexico","America","Emerging and Developing Economies",0,0,2012,1
"49","MLT",63,66,435.533476465056,4.20168067226918,0.00161753227985025,2002,2.752,3.151,0.399,17255.43,162.53,14.01716042,28.9,1851.86,1237.4,5.87,"Malta","Europe","Advanced Economies",1,0,2013,1
"50","MMR",73,65,240.356677532993,4.21940928270069,0.00146556368017162,2002,14.517,3.908,-10.609,364.86,84.1804109589041,8.062719822,0,280.52,70.74,0.19,"Myanmar","Asia","Emerging and Developing Economies",0,0,2013,1
"51","MYS",74,74,0,1.95694716242666,0.0431760807074508,2002,171.562,85.311,-86.251,6516.91,199.36,12.24785995,32.3,2154.46,73.36,6.08,"Malaysia","Asia","Emerging and Developing Economies",0,0,2013,1
"52","NGA",71,63,58.599463036963,3.89105058365785,0.0131686473283708,2002,93.111,22.334,-70.777,1644.4,84.1804109589041,8.028120041,0.32,283.67,146.55,0.73,"Nigeria","Africa","Emerging and Developing Economies",0,0,2013,1
"53","NLD",74,74,0,3.36700336700361,0.0725032550506396,2002,144.609,170.515,25.906,41135.42,112.75,16.26139069,61.3,4804.58,478.35,11.26,"The Netherlands","Europe","Advanced Economies",1,0,2012,1
"54","NOR",74,74,45.7788408057371,3.89105058365785,0.0231627843209589,2002,54.48,60.669,6.18899999999999,69472.98,67.52,17.09057045,72.8,5502.09,12.43,9.16,"Norway","Europe","Advanced Economies",1,0,2009,1
"55","NZL",70,74,34.8143776545092,3.83141762452133,0.0109309593474401,2002,38.827,21.141,-17.686,32641.82,62.66,18.40751266,59.1,4326.22,15,8.84,"New Zealand","Pacific","Advanced Economies",1,0,2013,1
"56","PAK",73,74,0,3.42465753424682,0.00991790754722484,2002,23.719,18.762,-4.957,1059.04,23.13,4.747150605,2.58,404.29,211.74,0.69,"Pakistan","Asia","Emerging and Developing Economies",0,0,2014,1
"57","PER",65,64,133.787713675214,4.16666666666693,0.00969392235596896,2002,7.28,15.381,8.101,3398.75,35.25,12.82085037,8.97,478.09,21.32,1.03,"Peru","America","Emerging and Developing Economies",0,0,2014,1
"58","PHL",71,73,51.2631354756355,3.70370370370395,0.0260824023963657,2002,34.952,41.101,6.149,1837.25,83.84,11.74230957,4.33,451.28,278.6,0.88,"Philippines","Asia","Emerging and Developing Economies",0,0,2011,1
"59","POL",73,73,90.7111111111111,4.00000000000027,0.0245868111903138,2002,102.359,83.274,-19.085,7640.99,60.8,15.62158966,21.2,2312.59,124.82,7.91,"Poland","Europe","Emerging and Developing Economies",0,0,2010,1
"60","PRT",72,72,0,2.76243093922662,0.0169681435565134,2002,27.305,50.475,23.17,19095.11,62.31,15.73498034,19.4,2477.6,113.88,6.52,"Portugal","Europe","Advanced Economies",1,0,2012,1
"61","ROU",71,73,40.0053932178932,4.0816326530615,0.0041880539822359,2002,28.484,18.947,-9.537,5248.55,53.71,12.8593502,6.58,1755.33,94.53,4.76,"Romania","Europe","Emerging and Developing Economies",0,0,2012,1
"62","RUS",74,74,11.1027777777778,3.81679389313004,0.0363895880407936,2002,775.385,148.323,-627.062,5910.17,59.65,13.82169771,4.13,4289.44,8.87,11.53,"Russia","Asia","Emerging and Developing Economies",0,0,2012,1
"63","SAU",73,73,5.80049019607843,3.6496350364966,0.0271635583565843,2002,51.551,54.678,3.127,20025.43,64.59,12.16378599,6.38,6827,8.33,16.4,"Saudi Arabia","Asia","Emerging and Developing Economies",0,0,2011,1
"64","SEN",64,53,704.338929491561,4.40528634361261,0.00112869411086279,2002,2.214,3.358,1.144,1042.26,53.14,6.042772102,1.01,249.89,54.36,0.45,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0.267857142857143,3.48432055749153,0.0475101316570129,2002,92.029,88.573,-3.45599999999999,34598.83,349.75,16.87652626,47,5066.2,6186.59,10.83,"Singapore","Asia","Advanced Economies",1,0,2011,1
"66","SVK",69,71,17.5023291036449,3.73134328358235,0.00473602650556726,2002,30.218,24.085,-6.133,9690.68,120.6,13.75111961,40.1,3484.03,111.79,7.79,"Slovak Republic","Europe","Advanced Economies",1,0,2012,1
"67","SVN",68,68,56.1640900765901,3.96825396825424,0.00390062573713588,2002,11.193,14.307,3.114,17099.66,104.88,16.24087906,27.8,3484.57,99.03,8.63,"Slovenia","Europe","Advanced Economies",1,0,2012,1
"68","SWE",72,74,0,2.8328611898018,0.0321422102400156,2002,53.038,81.293,28.255,42831.02,77.08,18.55690002,70.6,5826.34,21.91,6.65,"Sweden","Europe","Advanced Economies",1,0,2009,1
"69","THA",74,74,0,3.40136054421793,0.0504608495485239,2002,123.469,114.851,-8.61799999999999,3783.75,114.97,11.75627041,7.53,1286.14,125.79,3.03,"Thailand","Asia","Emerging and Developing Economies",0,0,2013,1
"70","TUN",67,68,83.8616494616494,3.78787878787904,0.00487128956739047,2002,11.475,14,2.525,2950.21,85.34,12.9030304,5.25,783.7,64.18,2.18,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",74,74,15.3037530881571,4.06504065040676,0.0270265287267625,2002,79.655,92.725,13.07,6192.19,47.98,12.10737991,11.4,1107.28,87.12,3.24,"Türkiye","Europe","Emerging and Developing Economies",0,0,2014,1
"72","UKR",71,74,55.8357864357864,4.13223140495895,0.00676547699529445,2002,164.076,46.209,-117.867,1644.28,95.99,13.91644001,1.87,2786,84.02,7.39,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,0.391389432485324,1,2002,707.038,1695,987.962,48967.37,22.29,15.68777027,58.8,7840.46,31.39,19.91,"United States","America","Advanced Economies",1,0,2010,1
"74","VNM",73,74,1.49358974358974,3.83141762452134,0.0143742411041094,2002,69.917,44.967,-24.95,1340.52,116.7,10.93157673,1.86,424.57,253.65,0.93,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",72,74,2.9520202020202,3.57142857142883,0.0216890873063268,2002,145.575,42.838,-102.737,4916.81,53.47,11.52935028,6.71,2072.06,39.58,7.72,"South Africa","Africa","Emerging and Developing Economies",0,0,2012,1
