"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"30","HRV",71,69,82.5736280059809,4.16666666666694,0.00414842271673238,2004,10.351,16.673,6.322,11058.72,81.64,14.10561991,30.9,2228.33,76.92,5.28,"Croatia","Europe","Advanced Economies",1,0,2012,1
"31","HUN",70,72,8.43452380952381,3.57142857142882,0.0183771988817147,2004,49.45,59.672,10.222,10786.49,123.62,15.18010998,27.7,2579.6,112.78,6.02,"Hungary","Europe","Emerging and Developing Economies",0,0,2012,1
"32","IDN",72,74,0,3.50877192982482,0.0469169024698563,2004,171.282,101.528,-69.754,2065.71,59.76,11.32516003,2.6,634.75,121.4,1.58,"Indonesia","Asia","Emerging and Developing Economies",0,0,2013,1
"33","IND",74,74,0,2.97619047619057,0.0618389345017475,2004,241.562,187.873,-53.689,892.6,37.5,9.759057283,1.98,415.48,382.08,1.03,"India","Asia","Emerging and Developing Economies",0,0,2012,1
"34","IRL",74,74,0,3.38983050847479,0.0373845047491604,2004,49.533,50.908,1.375,48906.96,146.59,17.59017944,37,3558.7,59.08,11.05,"Ireland","Europe","Advanced Economies",1,0,2013,1
"35","ISL",65,62,412.446630003983,4.2918454935625,0.00242665013506761,2004,3.614,4.179,0.565,46766.02,70.43,17.92898941,83.9,10892.78,2.91,10.88,"Iceland","Europe","Advanced Economies",1,0,2013,1
"36","ISR",71,72,1.60806595365419,3.78787878787905,0.0228464070765847,2004,28.61,50.538,21.928,28883.25,74.97,14.66952038,22.8,2822.36,314.65,9.41,"Israel","Asia","Advanced Economies",1,0,2014,1
"37","ITA",74,74,0,3.57142857142883,0.13056737134679,2004,214.202,402.47,188.268,33348.97,47.27,16.06414986,33.2,3162.43,195.55,8.52,"Italy","Europe","Advanced Economies",1,0,2012,1
"38","JOR",66,68,249.475519007137,4.50450450450479,0.00353795986273238,2004,7.099,10.388,3.289,3935.16,134.62,12.8573103,11.7,1057.18,66.66,3.23,"Jordan","Asia","Emerging and Developing Economies",0,0,2014,1
"39","JPN",74,74,0,1.50829562594272,0.426793337870075,2004,279.517,757.993,478.476,32515.12,23.66,15.1133164,62.4,4085.49,350.51,9.95,"Japan","Asia","Advanced Economies",1,0,2010,1
"40","KAZ",69,69,120.135011720306,4.20168067226919,0.00923788522940267,2004,105.814,42.226,-63.588,6233.29,96.41,13.84398651,2.65,3204.59,5.87,11.01,"Kazakhstan","Asia","Emerging and Developing Economies",0,0,2012,1
"41","KHM",52,57,837.505966991709,4.27350427350453,0.00194958427225198,2004,9.128,5.647,-3.481,775.85,131.35,10.84488964,0.3,279.27,75.03,0.18,"Cambodia","Asia","Emerging and Developing Economies",0,0,2015,1
"42","KOR",74,74,0,1.93423597678922,0.18750578767554,2004,271.576,350.919,79.343,20364.76,70.02,16.16551018,72.7,4255.2,496.62,10.73,"Korea","Asia","Advanced Economies",1,0,2011,1
"43","LAO",69,46,1029.52586910816,4.54545454545482,0.000421866520807843,2004,1.472,1.413,-0.0589999999999999,1088.76,66.08,8.880860329,0.36,319.06,25.05,0.22,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,0,2017,1
"44","LTU",66,69,176.579904735787,4.06504065040678,0.00262658336138272,2004,10.787,15.876,5.089,8851.93,104.07,16.39171028,31.2,2784.89,53.88,3.87,"Lithuania","Europe","Advanced Economies",1,0,2011,1
"45","LUX",68,73,136.177282365262,4.11522633744884,0.00612447809748493,2004,13.014,12.412,-0.601999999999999,100292.57,265.23,13.35352993,65.9,9381.2,177.94,25.93,"Luxembourg","Europe","Advanced Economies",1,0,2012,1
"46","LVA",60,61,865.595033901875,4.44444444444472,0.00160537259815381,2004,4.864,10.651,5.787,8957.23,97.24,16.10833931,38.6,1961.33,36.37,3.52,"Latvia","Europe","Advanced Economies",1,0,2011,1
"47","MAR",71,71,85.4012203210733,4.04858299595169,0.0080835982184157,2004,15.047,23.392,8.345,2301.08,55.55,9.891050339,11.6,463.89,67.11,1.43,"Morocco","Africa","Emerging and Developing Economies",0,0,2015,1
"48","MEX",71,74,119.063702814662,4.31034482758649,0.325857597710842,2004,143.382,204.001,60.619,9421.29,52.04,12.6633997,14.1,1651.99,53.7,4.12,"Mexico","America","Emerging and Developing Economies",0,0,2012,1
"49","MLT",63,67,342.894638370534,4.11522633744883,0.00133236100033246,2004,2.588,3.308,0.72,17728.49,155.89,14.93609047,34.6,2066.57,1253.96,6.5,"Malta","Europe","Advanced Economies",1,0,2013,1
"50","MMR",72,65,206.238355259167,4.2194092827007,0.00102481725181327,2004,17.581,2.78,-14.801,463.33,89.8082191780822,8.312039852,0.02,314.74,72.03,0.23,"Myanmar","Asia","Emerging and Developing Economies",0,0,2013,1
"51","MYS",74,74,0,3.62318840579736,0.0466909736997546,2004,199.796,91.989,-107.807,7025.35,210.37,12.70936012,42.3,2371.2,76.87,6.72,"Malaysia","Asia","Emerging and Developing Economies",0,0,2013,1
"52","NGA",69,63,111.348368243956,4.14937759336127,0.010040034409227,2004,79.122,17.684,-61.438,1824.8,89.8082191780822,8.914290428,1.29,286.28,154.88,0.74,"Nigeria","Africa","Emerging and Developing Economies",0,0,2013,1
"53","NLD",74,74,0,3.57142857142883,0.0707091619450236,2004,147.637,169.242,21.605,41663.15,116.96,16.29899979,68.5,4985.68,482.28,11.47,"The Netherlands","Europe","Advanced Economies",1,0,2012,1
"54","NOR",74,74,39.9247686953569,3.93700787401602,0.0238482142571622,2004,55.16,68.115,12.955,72090.99,68.67,17.55905914,77.7,6231.94,12.57,9.78,"Norway","Europe","Advanced Economies",1,0,2009,1
"55","NZL",72,74,56.5647088276884,3.98406374502018,0.01314038318546,2004,36.592,28.244,-8.348,34372.59,58.8,18.8857371,61.8,4224.88,15.52,8.67,"New Zealand","Pacific","Advanced Economies",1,0,2013,1
"56","PAK",71,74,36.1377344877345,4.31034482758649,0.0106283876109421,2004,27.795,28.006,0.210999999999999,1147,24.81,5.15583992,6.16,431.64,222.2,0.77,"Pakistan","Asia","Emerging and Developing Economies",0,0,2014,1
"57","PER",67,67,144.284810581102,4.20168067226919,0.00991042736547001,2004,12.6,16.048,3.448,3640.6,41.94,12.58325958,14.1,499.91,21.76,1.14,"Peru","America","Emerging and Developing Economies",0,0,2014,1
"58","PHL",69,74,96.7795901136375,4.04858299595169,0.0235317694210404,2004,40.936,43.809,2.873,1978.34,87.13,11.72441006,5.24,430.07,289.75,0.88,"Philippines","Asia","Emerging and Developing Economies",0,0,2011,1
"59","POL",73,73,0,3.77358490566064,0.0269539760482114,2004,123.39,90.085,-33.305,8323.39,70.98,15.17918968,32.5,2383.78,124.64,8.31,"Poland","Europe","Emerging and Developing Economies",0,0,2010,1
"60","PRT",73,73,4.68809523809524,3.2786885245904,0.0163114750214394,2004,30.19,55.065,24.875,19137.84,63.2,15.23719978,31.8,2463.1,114.58,6.17,"Portugal","Europe","Advanced Economies",1,0,2012,1
"61","ROU",70,72,0,3.61010830324936,0.0066050346765703,2004,32.978,25.706,-7.272,6008.64,60.63,13.08275032,15,1807.04,93.27,4.92,"Romania","Europe","Emerging and Developing Economies",0,0,2012,1
"62","RUS",74,74,0,3.62318840579735,0.0462560626662852,2004,773.358,175.389,-597.969,6856.68,56.58,14.23517513,12.9,4494.5,8.79,12.07,"Russia","Asia","Emerging and Developing Economies",0,0,2012,1
"63","SAU",72,72,53.6910380883207,3.81679389313003,0.0285901365347268,2004,77.741,64.319,-13.422,21545.89,75.08,12.77606704,10.2,6375.54,9.15,16.63,"Saudi Arabia","Asia","Emerging and Developing Economies",0,0,2011,1
"64","SEN",66,56,464.970384966932,4.44444444444472,0.00116374175316576,2004,2.289,3.794,1.505,1098.2,53.66,6.595540047,4.39,247.02,57.01,0.47,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,3.32225913621286,0.0457744131010803,2004,117.424,99.772,-17.652,39856.64,401.52,16.95593544,62,7371.03,6047.41,10.69,"Singapore","Asia","Advanced Economies",1,0,2011,1
"66","SVK",71,72,58.1734529359529,3.98406374502019,0.00683456089490415,2004,37.759,32.507,-5.252,10718.21,140.22,14.29823017,52.9,3416.4,111.69,7.78,"Slovak Republic","Europe","Advanced Economies",1,0,2012,1
"67","SVN",71,67,116.156925448805,4.18410041841032,0.0050932669088472,2004,13.154,17.829,4.675,18425.26,112.4,16.38866043,40.8,3638.84,99.16,8.71,"Slovenia","Europe","Advanced Economies",1,0,2012,1
"68","SWE",74,74,0,3.57142857142883,0.0330011144036572,2004,60.021,92.622,32.601,45113.83,78.74,16.02107048,83.9,5872.98,22.08,6.46,"Sweden","Europe","Advanced Economies",1,0,2009,1
"69","THA",74,74,0,1.93423597678922,0.0619544428799523,2004,153.593,146.48,-7.113,4232.77,127.41,12.12438011,10.7,1477.38,128.11,3.38,"Thailand","Asia","Emerging and Developing Economies",0,0,2013,1
"70","TUN",68,69,212.99624462636,4.16666666666694,0.00479547592101168,2004,12.148,14.019,1.871,3218.73,86.93,13.3390398,8.53,832.55,65.44,2.24,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",73,74,2.45,3.86100386100412,0.0424953217598163,2004,86.023,139.871,53.848,7028.76,48.83,12.1072998,14.6,1176.75,89.12,3.44,"Türkiye","Europe","Emerging and Developing Economies",0,0,2014,1
"72","UKR",71,74,40.4324786324786,4.16666666666694,0.00793501096636383,2004,159.757,50.896,-108.861,2042.44,109.98,14.25391006,3.49,2957.98,82.82,7.67,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,0.360360360360363,1,2004,727.37,1929.696,1202.326,51348.35,24.45,15.96799068,64.8,7878.54,31.96,20.08,"United States","America","Advanced Economies",1,0,2010,1
"74","VNM",74,74,0,3.98406374502019,0.0214914616021471,2004,83.928,59.762,-24.166,1510.94,133.02,11.38419056,7.64,485.43,259.1,1.14,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",72,74,1.06666666666667,3.58422939068125,0.0298297971199767,2004,144.014,65.808,-78.206,5187.36,45.64,11.85159969,8.43,2478,40.39,8.69,"South Africa","Africa","Emerging and Developing Economies",0,0,2012,1
