"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"11","CHE",74,74,0,3.66300366300391,0.0409918025520971,2006,39.857,95.822,55.965,78893.81,106.25,15.31324959,75.7,3600.21,189.39,6.23,"Switzerland","Europe","Advanced Economies",1,0,2012,1
"12","CHL",72,74,102.045185370185,4.21940928270069,0.0234597844025214,2006,41.519,47.793,6.274,10611.61,73.71,14.31814957,34.5,1788.47,22.2,3.66,"Chile","America","Emerging and Developing Economies",0,0,2013,1
"13","CHN",74,74,0,0.801924619085814,0.239423338369517,2006,2121.449,649.208,-1472.241,3883.35,63.57,11.89054012,10.5,1490.19,139.65,5.3,"China","Asia","Emerging and Developing Economies",0,0,2013,1
"14","CIV",67,67,310.602688977689,4.2918454935625,0.00189715179466834,2006,8.776,6.111,-2.665,1437.77,63.69,7.257185872,1.52,460.43,64.61,0.31,"Côte d'Ivoire","Africa","Emerging and Developing Economies",0,0,2016,1
"15","CMR",64,59,373.053074703075,4.31034482758648,0.00151509979568092,2006,6.049,5.108,-0.940999999999999,1277.33,47.1,8.321900368,2.03,385.04,37.13,0.32,"Cameroon","Africa","Emerging and Developing Economies",0,0,2016,1
"16","COL",72,72,109.861471861472,4.11522633744883,0.0284531210954724,2006,34.958,35.196,0.238,4694.03,39.64,13.52441025,15.3,678.54,38.48,1.36,"Colombia","America","Emerging and Developing Economies",0,0,2012,1
"17","CRI",61,62,316.331202131202,4.40528634361261,0.00981967730042668,2006,6.626,9.652,3.026,9160.29,89.81,12.6112972,25.1,974.34,84.63,1.6,"Costa Rica","America","Emerging and Developing Economies",0,0,2013,1
"18","CYP",70,72,106.471126096126,4.23728813559349,0.00185557551013952,2006,4.447,7.14,2.693,26395.5,109.81,13.39218998,35.8,2209.33,114.11,7.6,"Cyprus","Europe","Advanced Economies",1,0,2015,1
"19","CZE",73,74,0,2.94117647058832,0.0224181876002642,2006,88.441,75.742,-12.699,16107.3,127.05,15.38356018,47.9,4519.46,132.54,12.77,"Czech Republic","Europe","Advanced Economies",1,0,2012,1
"20","DEU",74,74,0,0.66666666666667,0.238106061828531,2006,492.775,710.538,217.763,37437.39,72.76,16.59325808,72.2,4235.94,236.23,10.39,"Germany","Europe","Advanced Economies",1,0,2011,1
"21","DNK",74,74,0,3.66300366300391,0.0270980248373579,2006,98.102,75.899,-22.203,53823.16,97.43,16.64613914,86.7,3729.7,135.93,10.78,"Denmark","Europe","Advanced Economies",1,0,2010,1
"22","EGY",72,74,24.4732905982906,3.80228136882155,0.0183695507253068,2006,51.894,49.17,-2.724,2761.62,61.52,10.88029989,13.7,806.4,83.08,2.28,"Egypt","Africa","Emerging and Developing Economies",0,0,2017,1
"23","ESP",74,74,0,2.38663484486884,0.0975278721447269,2006,169.768,297.789,128.021,26899.09,56.08,15.93113041,50.4,3190.73,88.98,8.14,"Spain","Europe","Advanced Economies",1,0,2013,1
"24","EST",67,71,208.548157398157,4.20168067226918,0.00236254412215853,2006,10.363,10.416,0.0530000000000008,16234.52,136.62,16.45730972,63.5,4006.74,31.77,13.9,"Estonia","Europe","Advanced Economies",1,0,2010,1
"25","FIN",74,74,39.0546675546676,4.00000000000027,0.0230961284306107,2006,60.541,73.938,13.397,44069.4,82,17.17551994,79.7,7106.71,17.32,13.26,"Finland","Europe","Advanced Economies",1,0,2010,1
"26","FRA",74,74,0,2.38663484486884,0.165458407579621,2006,243.35,448.146,204.796,35645.42,57.87,15.41829014,46.9,4214.29,118.05,6.25,"France","Europe","Advanced Economies",1,0,2012,1
"27","GBR",74,74,0,1.07526881720431,0.205595767714515,2006,221.126,472.171,251.045,43724.9,56.91,16.03326988,68.8,3601.05,251.51,9.2,"United Kingdom","Europe","Advanced Economies",1,0,2012,1
"28","GRC",73,74,32.0887334887335,3.86100386100412,0.0214947846394525,2006,38.558,73.518,34.96,23220.53,51.1,16.47640991,32.3,2748.7,85.5,9.29,"Greece","Europe","Advanced Economies",1,0,2012,1
"29","HKG",74,74,0,3.27868852459039,0.0701382623060496,2006,88.131,129.692,41.561,34458.05,359.21,13.93659019,60.8,1899.45,6530.57,6.19,"Hong Kong SAR","Asia","Advanced Economies",1,0,2010,1
"30","HRV",72,70,264.310722610723,4.23728813559349,0.00433899423500258,2006,11.238,18.654,7.416,12105.05,83.51,14.47463989,38,2247.15,77.03,5.34,"Croatia","Europe","Advanced Economies",1,0,2012,1
"31","HUN",70,73,25.7149100899101,4.04858299595168,0.0188417310872293,2006,57.944,66.965,9.021,11734.45,149.23,15.45073032,47.1,2760.46,112.39,6.02,"Hungary","Europe","Emerging and Developing Economies",0,0,2012,1
"32","IDN",74,74,0,2.95857988165689,0.0512928657257041,2006,181.275,117.909,-63.366,2244.08,56.66,11.36719036,4.76,643.62,124.61,1.64,"Indonesia","Asia","Emerging and Developing Economies",0,0,2013,1
"33","IND",74,74,0,1.03734439834026,0.0886490318295428,2006,307.4,259.2,-48.2,1008.23,45.72,10.29915214,2.81,441.79,394.49,1.11,"India","Asia","Emerging and Developing Economies",0,0,2012,1
"34","IRL",73,74,0,3.09597523219822,0.0410250776065724,2006,56.061,62.347,6.286,51710.36,150.02,17.44894981,54.8,3433.69,62.03,11.16,"Ireland","Europe","Advanced Economies",1,0,2013,1
"35","ISL",66,64,218.617432567433,4.14937759336127,0.00308834201365403,2006,4.07,5.445,1.375,50731.69,77.54,18.12881088,89.5,13184.48,3.03,10.67,"Iceland","Europe","Advanced Economies",1,0,2013,1
"36","ISR",70,73,25.1082251082251,3.93700787401601,0.0208318997358821,2006,27.438,48.531,21.093,30734.96,78.44,14.57705021,27.9,2883.01,325.96,9.24,"Israel","Asia","Advanced Economies",1,0,2014,1
"37","ITA",74,74,0,3.66300366300391,0.13022836012233,2006,242.122,448.864,206.742,33873.05,52.92,16.31435013,38,3162.24,197.48,8.36,"Italy","Europe","Advanced Economies",1,0,2012,1
"38","JOR",64,68,139.359373959374,4.16666666666694,0.00374984631039665,2006,8.377,12.62,4.243,4209.87,141.75,12.84058952,13.9,1066.36,72.84,3.2,"Jordan","Asia","Emerging and Developing Economies",0,0,2014,1
"39","JPN",74,74,0,0.75757575757577,0.3862878572277,2006,337.643,790.376,452.733,33531.52,30.02,15.17599487,68.7,4064.36,350.77,9.86,"Japan","Asia","Advanced Economies",1,0,2010,1
"40","KAZ",69,68,89.2395132645132,4.13223140495894,0.0126864130243219,2006,110.139,48.515,-61.624,7450.4,91.45,14.64702988,3.27,3763.63,5.97,13.05,"Kazakhstan","Asia","Emerging and Developing Economies",0,0,2012,1
"41","KHM",51,66,995.527608502608,4.20168067226917,0.00224704491183184,2006,11.344,7.105,-4.239,947.07,140.35,11.16133976,0.47,289.73,77.27,0.22,"Cambodia","Asia","Emerging and Developing Economies",0,0,2015,1
"42","KOR",74,74,0,1.67224080267565,0.210343211022128,2006,281.945,427.278,145.333,22196.21,70.65,16.47963905,78.1,4337.55,499.98,10.77,"Korea","Asia","Advanced Economies",1,0,2011,1
"43","LAO",71,47,985.664743589744,4.27350427350455,0.000593834901173893,2006,3.205,2.023,-1.182,1228.09,81.96,9.225119591,1.17,349.39,25.84,0.29,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,0,2017,1
"44","LTU",65,70,260.571098346098,3.81679389313002,0.00352999032166294,2006,13.206,18.857,5.651,10577.21,124.61,17.09894943,43.9,2669.9,52.17,4.34,"Lithuania","Europe","Advanced Economies",1,0,2011,1
"45","LUX",68,74,72.2825396825397,3.98406374502019,0.00654924715055604,2006,15.411,14.983,-0.427999999999999,105614.18,305.88,13.22515011,72.5,9172.06,183.59,25.27,"Luxembourg","Europe","Advanced Economies",1,0,2012,1
"46","LVA",63,67,677.306804306804,4.44444444444471,0.0020872614967773,2006,5.835,12.466,6.631,11507.46,105.7,16.4289608,53.6,2114.39,35.65,3.85,"Latvia","Europe","Advanced Economies",1,0,2011,1
"47","MAR",70,74,13.7511294261294,3.59712230215853,0.00925588408224563,2006,18.362,25.235,6.873,2489.99,64.67,10.01791,19.8,486.58,68.95,1.47,"Morocco","Africa","Emerging and Developing Economies",0,0,2015,1
"48","MEX",74,72,229.346572871573,4.06504065040677,0.330355730106247,2006,166.438,234.558,68.12,9813.83,54.48,12.84585953,19.5,1723.72,55.17,4.33,"Mexico","America","Emerging and Developing Economies",0,0,2012,1
"49","MLT",66,65,367.099450549451,3.95256916996074,0.00135915122811397,2006,2.953,3.61,0.657,18479.23,182.43,14.63082981,40.4,2095.18,1266.59,6.56,"Malta","Europe","Advanced Economies",1,0,2013,1
"50","MMR",71,64,169.733211233211,4.01606425702838,0.00112718464823794,2006,26.04,3.347,-22.693,586.09,96.5382191780822,8.561359882,0.18,314.35,73.13,0.22,"Myanmar","Asia","Emerging and Developing Economies",0,0,2013,1
"51","MYS",74,74,0,3.38983050847481,0.0438417962394261,2006,217.629,100.104,-117.525,7469.81,202.58,11.94384003,51.6,2472.13,80.41,7.11,"Malaysia","Asia","Emerging and Developing Economies",0,0,2013,1
"52","NGA",73,61,193.895912420912,4.16666666666694,0.0173444967404124,2006,102.632,29.434,-73.198,1949.16,96.5382191780822,8.805881691,5.55,287.95,163.68,0.62,"Nigeria","Africa","Emerging and Developing Economies",0,0,2013,1
"53","NLD",74,74,0,3.66300366300391,0.0658719166824962,2006,152.108,172.026,19.918,43841.12,127.2,16.55203056,83.7,4840.78,484.19,10.87,"The Netherlands","Europe","Advanced Economies",1,0,2012,1
"54","NOR",74,74,75.2833555333555,3.70370370370393,0.0251580917040822,2006,54.32,73.335,19.015,74729.74,71.66,17.53119087,82.6,6319.15,12.76,9.44,"Norway","Europe","Advanced Economies",1,0,2009,1
"55","NZL",74,74,35.3571428571429,3.87596899224833,0.0125863159394447,2006,36.631,29.075,-7.556,35665.35,59.6,19.1883812,69,4034.76,15.89,8.66,"New Zealand","Pacific","Advanced Economies",1,0,2013,1
"56","PAK",70,74,9.36071428571428,4.16666666666693,0.0121945803957668,2006,30.809,42.04,11.231,1243.94,33.05,5.626229763,6.5,443.87,233.09,0.81,"Pakistan","Asia","Emerging and Developing Economies",0,0,2014,1
"57","PER",66,69,222.984937284937,4.03225806451639,0.0115650130889968,2006,21.111,20.22,-0.891000000000002,4091.36,51.79,12.82301044,20.7,503.24,22.13,1.11,"Peru","America","Emerging and Developing Economies",0,0,2014,1
"58","PHL",71,74,170.372496947497,4.23728813559349,0.0204809393098402,2006,44.545,43.409,-1.136,2110.42,80.85,11.39826012,5.74,423.36,300.19,0.79,"Philippines","Asia","Emerging and Developing Economies",0,0,2011,1
"59","POL",74,74,0,3.87596899224832,0.035331370237371,2006,142.555,115.515,-27.04,9137.66,77.7,15.38029957,44.6,2538.76,124.51,8.67,"Poland","Europe","Emerging and Developing Economies",0,0,2010,1
"60","PRT",73,74,0,3.86100386100412,0.0154131793746319,2006,32.924,54.967,22.043,19529.31,68.55,15.14795017,38,2390.46,115.04,6,"Portugal","Europe","Advanced Economies",1,0,2012,1
"61","ROU",71,71,1.51785714285714,3.78787878787905,0.00942000179247214,2006,32.666,36.525,3.85899999999999,6876.78,61.68,13.79403973,24.7,1881.72,92.15,5.23,"Romania","Europe","Emerging and Developing Economies",0,0,2012,1
"62","RUS",74,74,0,2.45700245700256,0.0667598860145803,2006,806.622,220.544,-586.078,7949.9,54.73,14.16090965,18,4689.15,8.73,12.42,"Russia","Asia","Emerging and Developing Economies",0,0,2012,1
"63","SAU",74,74,0,2.7100271002711,0.0408775285556438,2006,143.662,97.173,-46.489,21616.34,89.94,12.90024471,19.5,6605.44,9.98,17.09,"Saudi Arabia","Asia","Emerging and Developing Economies",0,0,2011,1
"64","SEN",62,56,368.523501498502,4.06504065040676,0.00100160216024095,2006,2.489,3.939,1.45,1118.78,54.14,7.001580238,5.61,241.59,59.73,0.49,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,2.64550264550275,0.0461182557601507,2006,141.616,115.14,-26.476,44159.41,425.36,17.03571827,59,5128.31,6342.02,9.54,"Singapore","Asia","Advanced Economies",1,0,2011,1
"66","SVK",73,72,6.44444444444444,4.04858299595168,0.00914037775361418,2006,43.947,40.411,-3.53599999999999,12430.2,164.99,14.78446007,56.1,3469.45,111.71,7.86,"Slovak Republic","Europe","Advanced Economies",1,0,2012,1
"67","SVN",69,68,8.74689754689755,3.87596899224832,0.00529204640751504,2006,16.212,19.571,3.359,20166.53,130.52,16.89109039,54,3735.02,99.65,8.94,"Slovenia","Europe","Advanced Economies",1,0,2012,1
"68","SWE",74,74,0,3.66300366300391,0.0345497797757101,2006,64.902,104.537,39.635,48077.44,88.33,15.96051025,87.8,5532.76,22.29,6.07,"Sweden","Europe","Advanced Economies",1,0,2009,1
"69","THA",74,74,0,2.26244343891413,0.0683641050159243,2006,175.48,171.588,-3.892,4551.53,134.09,12.52921009,17.2,1525.13,130.3,3.5,"Thailand","Asia","Emerging and Developing Economies",0,0,2013,1
"70","TUN",68,71,178.605760905761,4.16666666666694,0.00462090576626353,2006,16.172,14.154,-2.018,3444.56,93.94,13.77797985,13,845.99,66.6,2.34,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",73,74,0,3.44827586206917,0.0541856449767283,2006,96.579,174.701,78.122,8023.15,48.76,12.45195961,18.2,1328.69,91.01,3.91,"Türkiye","Europe","Emerging and Developing Economies",0,0,2014,1
"72","UKR",73,74,0,3.3444816053514,0.0114382965137837,2006,149.638,59.242,-90.396,2298.13,89.18,14.72169971,4.51,2866.62,81.61,7.52,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,3.10559006211204,1,2006,777.65,2103.593,1325.943,53596.32,26.98,16.16569567,68.9,7694.41,32.57,19.41,"United States","America","Advanced Economies",1,0,2010,1
"74","VNM",74,74,0,3.89105058365785,0.0233919754013031,2006,101.19,70.991,-30.199,1699.68,138.31,11.83680439,17.3,515.08,262.69,1.25,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",74,74,10.5,3.86100386100412,0.0342266386444813,2006,160.67,82.946,-77.724,5650.99,53.77,11.96778965,7.61,2397.99,41.22,8.81,"South Africa","Africa","Emerging and Developing Economies",0,0,2012,1
