"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"52","NGA",74,65,303.998563424879,2.73972602739738,0.0283575584303081,2015,71.443,43.325,-28.118,2585.73,97.1280821917808,9.309317044,22.5,319.58,209.35,0.62,"Nigeria","Africa","Emerging and Developing Economies",0,1,2013,1
"53","NLD",74,74,0,2.1929824561404,0.0674405527473373,2015,163.97,165.628,1.65799999999999,45793.81,160.33,18.26939964,91.7,4298.59,503.12,10,"The Netherlands","Europe","Advanced Economies",1,1,2012,1
"54","NOR",74,74,3.01274558774559,2.62467191601063,0.0248712816493599,2015,58.441,59.646,1.205,74809.97,70.43,17.78302002,96.8,4930.48,14.21,9.24,"Norway","Europe","Advanced Economies",1,1,2009,1
"55","NZL",73,74,2.50192307692308,2.40384615384626,0.0168943044293643,2015,37.764,29.767,-7.997,38665.37,54.85,18.9496994,85.2,4422.74,17.51,7.66,"New Zealand","Pacific","Advanced Economies",1,1,2013,1
"56","PAK",72,74,106.559632034632,2.90697674418617,0.0246285106190199,2015,26.321,49.685,23.364,1380.47,26.69,6.739069939,11,437.11,281.87,0.82,"Pakistan","Asia","Emerging and Developing Economies",0,1,2014,1
"57","PER",70,70,169.584869516448,2.73972602739739,0.0273927469942647,2015,27.735,33.227,5.492,6231.71,45.16,14.58991671,40.9,743.01,23.8,1.8,"Peru","America","Emerging and Developing Economies",0,1,2014,1
"58","PHL",71,74,5.67222222222222,2.48756218905484,0.0399358511986444,2015,45.231,69.928,24.697,2909.86,59.14,12.61225033,36.9,499.07,353.2,1.07,"Philippines","Asia","Emerging and Developing Economies",0,1,2011,1
"59","POL",73,74,0,1.83486238532117,0.047000310046303,2015,161.704,131.45,-30.254,12637.52,92.26,16.41242027,68,2498.77,124.06,8.05,"Poland","Europe","Emerging and Developing Economies",0,1,2010,1
"60","PRT",73,73,0,2.27272727272732,0.0109827653940852,2015,37.07,40.116,3.046,19215.78,80.63,16.38459969,68.6,2121.09,113.07,5.01,"Portugal","Europe","Advanced Economies",1,1,2012,1
"61","ROU",72,73,25.5794091873039,2.76243093922665,0.00987172168420803,2015,41.971,40.351,-1.62,8977.02,83.52,14.59737968,55.8,1598.69,86.12,4.05,"Romania","Europe","Emerging and Developing Economies",0,1,2012,1
"62","RUS",74,74,0,2.50000000000013,0.082131709688194,2015,752.398,195.984,-556.414,9277.71,49.36,14.91147041,70.1,4785.2,8.83,12.15,"Russia","Asia","Emerging and Developing Economies",0,1,2012,1
"63","SAU",74,74,0,1.61290322580649,0.0869726226254272,2015,118.944,170.37,51.426,23256.15,67.11,14.76905489,69.6,7786.92,13.87,20.51,"Saudi Arabia","Asia","Emerging and Developing Economies",0,1,2011,1
"64","SEN",61,63,452.744675499939,2.73972602739739,0.00142008794179259,2015,4.45,4.655,0.205,1218.01,58.11,9.290579796,21.7,296.78,75.8,0.63,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,1.56739811912229,0.0735044159473794,2015,207.062,155.07,-51.992,55645.61,329.47,16.80487769,79,5242.65,7806.77,9.97,"Singapore","Asia","Advanced Economies",1,1,2011,1
"66","SVK",73,71,357.671232422548,2.89855072463781,0.0122082705646155,2015,40.948,44.089,3.141,16442.08,179.43,14.8499403,77.6,3131.86,112.8,6.36,"Slovak Republic","Europe","Advanced Economies",1,1,2012,1
"67","SVN",70,69,70.6611807782861,2.70270270270283,0.00445456851805256,2015,13.78,15.493,1.713,20697.27,147.22,17.27178001,73.1,3195.48,102.45,6.93,"Slovenia","Europe","Advanced Economies",1,1,2012,1
"68","SWE",73,74,0,2.61096605744138,0.0283792881339343,2015,44.572,81.412,36.84,51197.95,84.16,18.32088089,90.6,4573.59,24.06,4.38,"Sweden","Europe","Advanced Economies",1,1,2009,1
"69","THA",74,74,0,2.02429149797577,0.106627409909731,2015,212.622,186.93,-25.692,5688.85,124.84,16.04120445,39.3,1932.67,138.07,3.97,"Thailand","Asia","Emerging and Developing Economies",0,1,2013,1
"70","TUN",69,68,12.7427461427461,2.59740259740272,0.00503164741381481,2015,13.936,15.311,1.375,4014.95,87.25,14.18632984,46.5,952.98,73.39,2.69,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",74,74,0,1.99203187251002,0.0565029400082356,2015,119.246,181.668,62.422,11050,51.09,17.78837967,53.7,1646.84,101.63,4.7,"Türkiye","Europe","Emerging and Developing Economies",0,1,2014,1
"72","UKR",73,74,13.1940836940837,2.71002710027113,0.0124250603781498,2015,129.404,41.14,-88.264,2094.47,107.81,13.77066994,48.9,2027.64,79.04,4.94,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,0.39729837107668,1,2015,830.43,1710.478,880.048,56849.47,27.69,16.59604073,74.6,6789.65,35.18,15.95,"United States","America","Advanced Economies",1,1,2010,1
"74","VNM",74,74,0,1.0834236186349,0.0969307372901812,2015,208.725,166.441,-42.284,2577.57,144.91,13.87356663,45,679.45,296.2,2.16,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",72,74,0,1.83486238532117,0.0366532150667619,2015,180.139,74.783,-105.356,6112.27,56.73,14.60560989,51.9,2257.19,46.76,8.11,"South Africa","Africa","Emerging and Developing Economies",0,1,2012,1
