"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"59","POL",74,74,0,3.1446540880504,0.0495792224344475,2007,147.423,132.589,-14.834,9760.7,80.75,15.38272953,48.6,2529.62,124.45,8.66,"Poland","Europe","Emerging and Developing Economies",0,0,2010,1
"60","PRT",73,74,0,3.55871886121023,0.0184841733051393,2007,32.5,55.236,22.736,19979.57,69.95,15.44752026,42.1,2402.51,115.26,5.83,"Portugal","Europe","Advanced Economies",1,0,2012,1
"61","ROU",71,73,12.447619047619,4.13223140495896,0.0123345331027268,2007,34.034,46.141,12.107,7483.97,63.51,13.92825985,28.3,1900.48,90.84,5.13,"Romania","Europe","Emerging and Developing Economies",0,0,2012,1
"62","RUS",74,74,0,3.74531835206019,0.0966947666185861,2007,753.446,256.547,-496.899,8640.41,51.71,14.30515957,24.7,4710.47,8.72,12.46,"Russia","Asia","Emerging and Developing Economies",0,0,2012,1
"63","SAU",74,74,0,2.42130750605338,0.0539375580185897,2007,166.004,113.126,-52.878,21196.79,94.86,12.70681953,30,6696.95,10.41,17.34,"Saudi Arabia","Asia","Emerging and Developing Economies",0,0,2011,1
"64","SEN",63,55,427.140352947706,4.09836065573798,0.00141384640425938,2007,3.015,4.78,1.765,1124,59.27,7.388890028,6.89,253.74,61.14,0.53,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,2.41545893719818,0.0482728710036066,2007,139.152,109.98,-29.172,46178.81,394.29,17.07575035,69.9,4537.42,6602.3,9.45,"Singapore","Asia","Advanced Economies",1,0,2011,1
"66","SVK",73,71,0,4.01606425702839,0.0119630346233291,2007,45.515,47.517,2.002,13770.96,166.58,15.03610992,61.8,3321.11,111.74,7.69,"Slovak Republic","Europe","Advanced Economies",1,0,2012,1
"67","SVN",69,68,24.9550231631114,3.73134328358236,0.00693058988798706,2007,16.887,21.884,4.997,21485.78,137.66,16.93288994,56.7,3757.03,100.2,8.88,"Slovenia","Europe","Advanced Economies",1,0,2012,1
"68","SWE",74,74,0,3.74531835206019,0.0404127005214522,2007,64.978,107.118,42.14,49261.24,89.55,15.81301022,82,5464.46,22.46,5.78,"Sweden","Europe","Advanced Economies",1,0,2009,1
"69","THA",74,74,0,2.26244343891413,0.0766317895946587,2007,184.929,169.779,-15.15,4760.67,129.87,12.90353012,20,1569.87,131.34,3.54,"Thailand","Asia","Emerging and Developing Economies",0,0,2013,1
"70","TUN",68,72,201.932510626628,4.34782608695681,0.00593941474796834,2007,17.84,15.208,-2.632,3642.12,104.06,13.875,17.1,865.76,67.21,2.39,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",73,74,0,3.33333333333354,0.0671690172033129,2007,101.962,184.164,82.202,8414.25,47.85,12.70238972,28.6,1429.92,91.16,4.28,"Türkiye","Europe","Emerging and Developing Economies",0,0,2014,1
"72","UKR",71,74,0,3.18471337579626,0.0164749423720089,2007,147.298,64.11,-83.188,2498.35,88.05,14.90732956,6.55,2961.88,81.24,7.78,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,3.20512820512845,1,2007,861.223,1952.221,1090.998,54152.83,28.01,16.22329044,75,7756.01,32.88,19.5,"United States","America","Advanced Economies",1,0,2010,1
"74","VNM",73,74,0,2.99401197604799,0.0357677825713175,2007,111.206,90.763,-20.443,1788.95,154.61,12.06311131,20.8,544.67,267.58,1.37,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",74,74,0,3.92156862745126,0.0396420406817108,2007,167.822,85.046,-82.776,5891.42,57.13,12.31620979,8.07,2576.79,41.65,9.1,"South Africa","Africa","Emerging and Developing Economies",0,0,2012,1
