"","iso_o","indegree","outdegree","between","close","eigen","TIME_PERIOD","export","import","net_imp","gdp_pct","trade_openness","schooling","internet","energy","pop_den","co2","country","continent","category","development","LTE_year","adoption_year","adopted"
"15","CMR",65,64,93.4899461649462,3.14465408805048,0.00323949280799618,2013,6.665,6.505,-0.16,1347.21,49.67,11.63219023,10,375.37,45.28,0.38,"Cameroon","Africa","Emerging and Developing Economies",0,0,2016,1
"16","COL",73,67,439.709731009731,3.41296928327663,0.0477484545642185,2013,44.125,50.494,6.369,5910.81,37.99,14.7003603,51.7,881.63,41.6,1.75,"Colombia","America","Emerging and Developing Economies",0,1,2012,1
"17","CRI",63,62,296.867893217893,3.44827586206914,0.0120656328742964,2013,5.958,11.208,5.25,11151.14,64.07,14.33946991,46,1060.11,92.36,1.68,"Costa Rica","America","Emerging and Developing Economies",0,1,2013,1
"18","CYP",69,68,433.728823953824,3.2894736842107,0.00143381684372543,2013,3.23,4.939,1.709,22738.49,120.93,14.1801796,65.5,1646.33,128.13,5.44,"Cyprus","Europe","Advanced Economies",1,0,2015,1
"19","CZE",73,73,6.56363636363636,3.04878048780504,0.0295518069919488,2013,85.291,76.673,-8.61799999999999,16759.78,145.5,16.85703087,74.1,4110.99,136.16,10.42,"Czech Republic","Europe","Advanced Economies",1,1,2012,1
"20","DEU",74,74,0,1.55279503105595,0.264107583506359,2013,520.744,671.816,151.072,40875.03,77.56,17.09482956,84.2,3986.19,231.16,10.15,"Germany","Europe","Advanced Economies",1,1,2011,1
"21","DNK",74,74,7.6722804972805,3.09597523219832,0.0239938459908386,2013,74.979,59.336,-15.643,51970.39,103.61,19.17308044,94.6,3075.55,140.37,7.18,"Denmark","Europe","Advanced Economies",1,1,2010,1
"22","EGY",73,74,17.4159174159174,3.03951367781172,0.0235415729193143,2013,31.611,54.191,22.58,3216.38,40.37,11.80953979,29.4,825.19,95.77,2.4,"Egypt","Africa","Emerging and Developing Economies",0,0,2017,1
"23","ESP",74,74,0,2.91545189504389,0.0823020501633388,2013,163.123,199.999,36.876,24498.56,61.67,17.16381073,71.6,2506.26,93.17,5.59,"Spain","Europe","Advanced Economies",1,1,2013,1
"24","EST",71,71,37.963455988456,3.14465408805049,0.00339092949244804,2013,15.464,10.5,-4.964,16809.53,164.6,16.49702072,80,4435.57,30.32,17.39,"Estonia","Europe","Advanced Economies",1,1,2010,1
"25","FIN",74,74,7.6722804972805,3.10559006211197,0.021578249164602,2013,46.201,54.632,8.431,42883.64,77.49,19.3260994,91.5,6138.31,17.9,9.8,"Finland","Europe","Advanced Economies",1,1,2010,1
"26","FRA",74,74,0,1.38696255201112,0.177231500294238,2013,213.068,381.382,168.314,36256.09,61.82,15.46125031,81.9,3925.87,122.46,5.47,"France","Europe","Advanced Economies",1,1,2012,1
"27","GBR",74,74,0,1.55279503105595,0.184068744999618,2013,184.023,368.769,184.746,43274.34,62,17.67148972,89.8,2962.3,265.11,7.33,"United Kingdom","Europe","Advanced Economies",1,1,2012,1
"28","GRC",73,73,166.320120620121,3.23624595469273,0.0140738315247237,2013,43.5,45.685,2.185,17644.88,62.95,17.40769005,59.9,2133.13,85.07,6.74,"Greece","Europe","Advanced Economies",1,1,2012,1
"29","HKG",74,74,0,2.77777777777793,0.111956483813756,2013,75.895,128.625,52.73,40959.98,442.62,16.2155304,74.2,1907.46,6837.05,6.43,"Hong Kong SAR","Asia","Advanced Economies",1,1,2010,1
"30","HRV",70,68,47.3823625448625,3.12500000000017,0.00288610694871848,2013,9.81,12.824,3.014,11839.25,80.91,15.3917799,66.7,1990.54,75.65,4.34,"Croatia","Europe","Advanced Economies",1,1,2012,1
"31","HUN",71,73,24.85863997114,3.15457413249229,0.0178692128342921,2013,53.584,55.641,2.057,11729.57,164.48,15.83043003,72.6,2420.17,109.05,4.54,"Hungary","Europe","Emerging and Developing Economies",0,1,2012,1
"32","IDN",74,74,0,2.10526315789482,0.109084302799882,2013,164.375,183.965,19.59,3055.24,48.64,13.32936954,14.9,696.19,136.27,1.86,"Indonesia","Asia","Emerging and Developing Economies",0,1,2013,1
"33","IND",74,74,0,1.00300902708126,0.185046921325535,2013,520.609,407.523,-113.086,1399.45,53.84,11.80904961,12.3,577.25,435.84,1.61,"India","Asia","Emerging and Developing Economies",0,1,2012,1
"34","IRL",74,73,7.6722804972805,3.09597523219832,0.0367131332495349,2013,61.306,54.941,-6.36499999999999,47999.12,189.82,18.25286007,78.2,2802.61,67.12,7.86,"Ireland","Europe","Advanced Economies",1,1,2013,1
"35","ISL",68,67,711.353439153439,3.61010830324928,0.00212759879822433,2013,5.516,3.421,-2.095,50946.82,98.79,19.7612896,96.5,18212.73,3.23,11.46,"Iceland","Europe","Advanced Economies",1,1,2013,1
"36","ISR",73,72,22.7986171236171,3.16455696202549,0.0287697929251756,2013,25.596,49.192,23.596,35489.51,64.13,15.10923004,70.3,2662.61,372.44,8.48,"Israel","Asia","Advanced Economies",1,0,2014,1
"37","ITA",74,74,0,2.52525252525259,0.115039675207178,2013,203.743,315.916,112.173,30330.02,54.03,15.97972965,58.5,2576.46,203.95,6,"Italy","Europe","Advanced Economies",1,1,2012,1
"38","JOR",68,71,200.488473100973,3.22580645161308,0.00678277632758794,2013,9.444,17.171,7.727,4556.52,111.45,12.90334487,41.4,966.85,90.02,3.02,"Jordan","Asia","Emerging and Developing Economies",0,0,2014,1
"39","JPN",74,74,0,1.2391573729864,0.409393440607715,2013,327.853,677.99,350.137,34239.89,33.98,15.39536953,88.2,3567.34,349.64,10.41,"Japan","Asia","Advanced Economies",1,1,2010,1
"40","KAZ",69,70,19.7399433899434,3.00300300300318,0.0260327620990136,2013,111.362,59.292,-52.07,9959.73,65.41,14.57437038,63.3,4645.78,6.5,16.3,"Kazakhstan","Asia","Emerging and Developing Economies",0,1,2012,1
"41","KHM",58,73,729.018222055722,3.43642611683866,0.00586852860085461,2013,12.776,8.946,-3.83,1376.3,124.89,11.10317071,6,337.78,85.94,0.38,"Cambodia","Asia","Emerging and Developing Economies",0,0,2015,1
"42","KOR",74,74,0,2.25225225225233,0.283844622788087,2013,416.216,461.454,45.238,27399.62,97.95,16.68445015,84.8,5108.24,517.61,12.47,"Korea","Asia","Advanced Economies",1,1,2011,1
"43","LAO",43,52,1378.72001887002,3.5335689045938,0.00324854129920703,2013,7.517,6.774,-0.743,1890.28,98.18,10.78007984,12.5,446.09,28.65,0.6,"Lao P.D.R.","Asia","Emerging and Developing Economies",0,0,2017,1
"44","LTU",68,70,387.051625226625,3.21543408360147,0.00507903891857793,2013,17.635,19.932,2.297,13145.81,156.63,16.85629082,68.5,2352.91,47.25,4.51,"Lithuania","Europe","Advanced Economies",1,1,2011,1
"45","LUX",74,73,0,2.94985250737478,0.00796703341075008,2013,16.695,16.526,-0.169,105338.96,320.53,14.02516365,93.8,7320.72,211.06,19,"Luxembourg","Europe","Advanced Economies",1,1,2012,1
"46","LVA",62,67,387.762973137973,3.09597523219831,0.00201411596047228,2013,7.271,9.777,2.506,12353.54,129.68,16.07962036,75.2,2156.59,32.34,3.86,"Latvia","Europe","Advanced Economies",1,1,2011,1
"47","MAR",70,72,0,3.02114803625395,0.0135802725878451,2013,18.382,29.923,11.541,3008.19,73.86,11.9529438,56,554.32,75.71,1.73,"Morocco","Africa","Emerging and Developing Economies",0,0,2015,1
"48","MEX",73,73,2.93333333333333,2.84900284900302,0.327169567125284,2013,206.185,239.672,33.4870000000001,9738.71,62.69,13.91250992,43.5,1633.01,60.88,4.17,"Mexico","America","Emerging and Developing Economies",0,1,2012,1
"49","MLT",68,69,393.519316794317,3.30033003300348,0.00175820587665996,2013,3.955,4.386,0.431,22626.47,187.43,15.39560032,68.9,1822.11,1327.53,5.61,"Malta","Europe","Advanced Economies",1,1,2013,1
"50","MMR",61,65,313.956258556259,3.24675324675342,0.00917440555319326,2013,14.53,13.397,-1.133,1024.69,99.7864383561644,10.22340566,1.8,317.03,76.96,0.28,"Myanmar","Asia","Emerging and Developing Economies",0,1,2013,1
"51","MYS",74,74,0,2.01612903225815,0.0738778653226762,2013,195.992,128.743,-67.249,8964.81,142.72,13.00280952,57.1,2869.77,91.84,7.86,"Malaysia","Asia","Emerging and Developing Economies",0,1,2013,1
"52","NGA",74,64,12.6562271062271,3.0864197530866,0.0360324831061132,2013,81.067,51.282,-29.785,2495.34,99.7864383561644,8.890013422,19.1,350.97,198.79,0.64,"Nigeria","Africa","Emerging and Developing Economies",0,1,2013,1
"53","NLD",74,74,0,2.91545189504389,0.0671622740022831,2013,151.043,152.074,1.03100000000001,44487.03,150.65,18.05022621,94,4488.6,498.8,10.08,"The Netherlands","Europe","Advanced Economies",1,1,2012,1
"54","NOR",74,74,19.2079947829948,3.23624595469273,0.030636488020618,2013,54.043,67.218,13.175,73515.91,67.97,17.65600967,95.1,6047.18,13.91,9.23,"Norway","Europe","Advanced Economies",1,1,2009,1
"55","NZL",73,74,1.59166666666667,2.77777777777789,0.0171391726289314,2013,36.259,28.757,-7.502,37267.66,55.99,19.1711998,82.8,4298.72,16.87,7.77,"New Zealand","Pacific","Advanced Economies",1,1,2013,1
"56","PAK",69,74,1.18472222222222,3.37837837837856,0.0175876310560923,2013,33.026,42.475,9.449,1309.7,30.89,6.192039967,9,421.55,273.81,0.76,"Pakistan","Asia","Emerging and Developing Economies",0,0,2014,1
"57","PER",71,68,163.077904040404,3.25732899022819,0.0289682977997695,2013,28.533,34.923,6.39,6021.46,49.79,14.19727087,39.2,698.05,23.3,1.69,"Peru","America","Emerging and Developing Economies",0,0,2014,1
"58","PHL",72,74,92.9292235542235,3.26797385620933,0.0333037519363983,2013,39.781,57.463,17.682,2654.42,55.82,12.23202171,32.7,443.27,342.34,0.95,"Philippines","Asia","Emerging and Developing Economies",0,1,2011,1
"59","POL",73,74,0,2.9498525073748,0.0506137236379769,2013,153.281,121.892,-31.389,11628.23,90.42,16.59316063,62.8,2567.18,124.23,8.28,"Poland","Europe","Emerging and Developing Economies",0,1,2010,1
"60","PRT",73,73,0,2.5188916876575,0.0121567938597248,2013,36.354,41.014,4.66,18597.72,78.03,16.3566103,62.1,2055.59,114.16,4.62,"Portugal","Europe","Advanced Economies",1,1,2012,1
"61","ROU",71,72,8.09859307359307,3.16455696202548,0.0102814784693376,2013,42.891,36.709,-6.182,8287.96,81.4,14.65869967,49.8,1590.19,86.87,3.98,"Romania","Europe","Emerging and Developing Economies",0,1,2012,1
"62","RUS",74,74,0,2.35294117647066,0.140466893993374,2013,742.398,301.742,-440.656,9601.54,46.29,14.7792902,68,4896.95,8.78,12.27,"Russia","Asia","Emerging and Developing Economies",0,1,2012,1
"63","SAU",74,74,0,2.07039337474129,0.0832097050219517,2013,148.222,152.136,3.91399999999999,23057.36,80.25,13.60243034,60.5,7401.17,12.85,19.81,"Saudi Arabia","Asia","Emerging and Developing Economies",0,1,2011,1
"64","SEN",66,63,531.875684963185,3.49650349650367,0.00162507419294354,2013,3.297,4.518,1.221,1147.39,60.63,9.055959702,13.1,271.07,71.21,0.57,"Senegal","Africa","Emerging and Developing Economies",0,0,NA,0
"65","SGP",74,74,0,1.47710487444613,0.0816859703557896,2013,207.221,176.173,-31.048,53298.97,367.04,17.13649205,80.9,5273.75,7636.72,9.75,"Singapore","Asia","Advanced Economies",1,1,2011,1
"66","SVK",73,70,0,2.97619047619065,0.0147342571337527,2013,43.68,44.153,0.472999999999999,15249.88,180.9,15.11940002,77.9,3260.44,112.57,6.72,"Slovak Republic","Europe","Advanced Economies",1,1,2012,1
"67","SVN",71,68,46.6237012987013,3.09597523219832,0.00520422591671338,2013,14.556,16.369,1.813,19704.22,145.17,17.68330956,72.7,3334.76,102.28,7.53,"Slovenia","Europe","Advanced Economies",1,1,2012,1
"68","SWE",73,74,0,2.89017341040477,0.0321904512433538,2013,45.501,84.55,39.049,48927.6,81.64,18.18398094,94.8,5178.93,23.57,4.58,"Sweden","Europe","Advanced Economies",1,1,2009,1
"69","THA",74,74,0,1.36798905608758,0.127991670385792,2013,207.077,215.512,8.435,5516.61,132.46,13.41460037,28.9,1943.92,136.71,3.95,"Thailand","Asia","Emerging and Developing Economies",0,1,2013,1
"70","TUN",69,69,60.3839345839346,3.15457413249229,0.00586998616257027,2013,16.033,15.791,-0.242000000000001,3947.59,98.95,14.17105961,43.8,935.8,71.71,2.53,"Tunisia","Africa","Emerging and Developing Economies",0,0,2017,1
"71","TUR",73,74,0,2.3310023310024,0.0923919823535616,2013,106.904,212.527,105.623,10195.85,52.53,16.79644966,46.3,1510.79,98.94,4.38,"Türkiye","Europe","Emerging and Developing Economies",0,0,2014,1
"72","UKR",73,74,0,2.84900284900301,0.0259714336349911,2013,145.779,65.273,-80.506,2432.42,94,14.9281702,41,2517.91,79.62,6.83,"Ukraine","Europe","Emerging and Developing Economies",0,0,2018,1
"73","USA",74,74,0,0.393391030684503,1,2013,919.538,1631.845,712.307,54728.86,29.94,16.5688591,71.4,6888.38,34.62,16.5,"United States","America","Advanced Economies",1,1,2010,1
"74","VNM",74,74,0,1.56739811912231,0.0791054179206674,2013,175.747,130.814,-44.933,2320.08,130.85,13.4209528,38.5,674.68,289.36,1.8,"Vietnam","Asia","Emerging and Developing Economies",0,0,2016,1
"75","ZAF",73,74,0,2.80898876404511,0.0461550376594623,2013,187.554,82.974,-104.58,6170.88,58.88,13.91226006,46.5,2341.18,45.07,8.65,"South Africa","Africa","Emerging and Developing Economies",0,1,2012,1
